,Drug,District,X_Coordinate,Y_Coordinate,Year,Latitude,Longitude
1078,Cannabis,6,1167034.0,1852829.0,2013,41.7517192,-87.66346976
1079,Heroin,11,1152457.0,1905105.0,2002,41.89547054,-87.71551063
1080,Cannabis,7,1166795.0,1861401.0,2012,41.77524702,-87.66410119
1081,Heroin,11,1150516.0,1895972.0,2005,41.87044673,-87.72287811
1082,Heroin,11,1150403.0,1907060.0,2006,41.90087559,-87.72300345
1083,Heroin,6,1170068.0,1850860.0,2013,41.74625064,-87.65240866
1084,Cocaine,9,1155977.0,1868216.0,2007,41.79417254,-87.70357593
1085,Heroin,11,,,2014,,
1086,Cocaine,19,1170123.0,1932093.0,2015,41.96915943,-87.64983762
1087,Cannabis,16,1136977.0,1925798.0,2002,41.95254628,-87.77186812
1088,Heroin,15,1143605.0,1897560.0,2009,41.87493647,-87.7482112
1089,Cannabis,15,1141227.0,1904342.0,2010,41.89359127,-87.75677505
1090,Cannabis,25,1151972.0,1915883.0,2006,41.92505593,-87.71700749
1091,Crack,11,1158226.0,1896257.0,2002,41.87107485,-87.69456428
1092,Cannabis,4,1190193.0,1854791.0,2003,41.75657697,-87.57854068
1093,Crack,1,1176818.0,1895074.0,2006,41.86742869,-87.62634257
1094,Cannabis,9,1170649.0,1885350.0,2013,41.84088242,-87.64927413
1095,Barbituates,11,1148895.0,1899693.0,2011,41.88068906,-87.72873316
1096,Heroin,11,1150198.0,1896407.0,2014,41.87164662,-87.72403427
1097,Cannabis,14,1158544.0,1918729.0,2005,41.9327334,-87.69278075
1098,Heroin,5,1178800.0,1830639.0,2016,41.6905675,-87.62102585
1099,Cannabis,5,,,2009,,
1100,Heroin,11,1153246.0,1904721.0,2014,41.89440118,-87.712623
1101,Crack,5,1176335.0,1840303.0,2008,41.71714248,-87.62976127
1102,Heroin,2,1183187.0,1872516.0,2001,41.80538178,-87.60366481
1103,Cannabis,5,1178903.0,1839370.0,2005,41.71452424,-87.62038415
1104,Heroin,11,1144553.0,1897638.0,2001,41.87513272,-87.74472853
1105,Heroin,19,1164299.0,1920299.0,2007,41.93692163,-87.6715872
1106,Heroin,25,1151140.0,1908102.0,2003,41.90372052,-87.72026903
1107,Heroin,15,,,2006,,
1108,Cocaine,10,1148244.0,1894132.0,2010,41.86544158,-87.73126682
1109,Cannabis,8,1154276.0,1856889.0,2013,41.76312356,-87.7101145
1110,Crack,11,1147412.0,1898982.0,2004,41.87876653,-87.73419688
1111,Crack,2,1178595.0,1866439.0,2004,41.78881168,-87.62069102
1112,Cocaine,8,1155674.0,1876464.0,2001,41.81681226,-87.70446573
1113,Crack,7,1170345.0,1864853.0,2003,41.78464318,-87.65098693
1114,Cannabis,16,1142888.0,1926809.0,2008,41.95521223,-87.75011348
1115,Cannabis,4,1194563.0,1852907.0,2008,41.7513008,-87.56258763
1116,Cannabis,6,1177949.0,1842478.0,2011,41.72307462,-87.62378426
1117,Cannabis,15,1141741.0,1904839.0,2010,41.89494561,-87.75487498
1118,Cannabis,9,1170138.0,1884288.0,2007,41.83797935,-87.65118026
1119,Cannabis,8,1155913.0,1870438.0,2007,41.80027131,-87.70375094
1120,Cannabis,6,1164563.0,1852934.0,2008,41.75205977,-87.6725219
1121,Cannabis,16,1100658.0,1934241.0,2002,41.97629041,-87.90522722
1122,Cannabis,2,1181113.0,1877616.0,2006,41.81942466,-87.61111413
1123,Crack,20,1168337.0,1933867.0,2005,41.97406625,-87.65635315
1124,Cannabis,4,1195393.0,1847577.0,2002,41.73665441,-87.55972174
1125,Heroin,11,1147016.0,1896348.0,2015,41.8715461,-87.73571827
1126,Cannabis,15,1136157.0,1907022.0,2005,41.90103751,-87.77533169
1127,Cannabis,10,1148262.0,1893534.0,2002,41.86380025,-87.73121614
1128,Cannabis,15,1138690.0,1901450.0,2010,41.88570166,-87.76616292
1129,Cannabis,7,1166957.0,1864272.0,2010,41.78312195,-87.66342533
1130,Crack,24,1167044.0,1944457.0,2006,42.00315341,-87.66080203
1131,Heroin,2,1180458.0,1880987.0,2004,41.82869002,-87.61341328
1132,Crack,4,1195252.0,1854729.0,2015,41.75628355,-87.56000282
1133,Cannabis,15,1142490.0,1907046.0,2007,41.90098798,-87.75206915
1134,Cannabis,22,1168582.0,1841746.0,2005,41.72127265,-87.65811569
1135,Cannabis,8,1152342.0,1866549.0,2006,41.78967035,-87.71694928
1136,Heroin,10,1155557.0,1894190.0,2010,41.86545687,-87.70441878
1137,Heroin,5,1175714.0,1827769.0,2007,41.68276126,-87.63240932
1138,Cannabis,7,1167629.0,1867272.0,2008,41.79133992,-87.66087553
1139,Cannabis,8,1160274.0,1857264.0,2003,41.76403127,-87.68812025
1140,Cannabis,9,1158593.0,1869888.0,2011,41.79870775,-87.6939375
1141,Cannabis,18,1176278.0,1903807.0,2005,41.89140473,-87.62806151
1142,Cannabis,7,1167642.0,1866778.0,2006,41.78998405,-87.66084203
1143,Cannabis,7,1170661.0,1865431.0,2005,41.78622239,-87.6498115
1144,Crack,15,1140407.0,1904813.0,2009,41.89489883,-87.75977511
1145,Cannabis,12,1169100.0,1901749.0,2011,41.88591631,-87.65448252
1146,Cannabis,17,1154800.0,1933217.0,2009,41.97256537,-87.70614999
1147,Heroin,15,1142415.0,1904845.0,2012,41.89494957,-87.75239937
1148,Heroin,15,1143314.0,1901896.0,2014,41.88684042,-87.74917128
1149,Crack,2,1180530.0,1881417.0,2006,41.82986831,-87.6131359
1150,Cannabis,17,1153367.0,1928387.0,2010,41.95934021,-87.71154831
1151,Heroin,10,1151700.0,1893787.0,2007,41.86442765,-87.71858868
1152,Crack,11,1151363.0,1896965.0,2007,41.87315506,-87.71974242
1153,Cannabis,4,1185604.0,1843508.0,2001,41.7257245,-87.5957127
1154,Heroin,11,1154075.0,1905136.0,2008,41.89552348,-87.70956724
1155,Heroin,3,1181291.0,1864429.0,2008,41.7832343,-87.61086776
1156,Cannabis,14,1152583.0,1914732.0,2011,41.92188542,-87.71479289
1157,Cannabis,15,1143679.0,1897891.0,2002,41.87584339,-87.74793121
1158,Crack,6,1184516.0,1850834.0,2003,41.74585336,-87.59946923
1159,Heroin,2,1179036.0,1866453.0,2002,41.78884005,-87.61907362
1160,Cannabis,20,1155228.0,1938382.0,2007,41.98672979,-87.7044367
1161,Cannabis,5,1173644.0,1823304.0,2005,41.67055454,-87.64011827
1162,Cannabis,7,1167223.0,1857999.0,2011,41.76590234,-87.66262945
1163,Heroin,2,1179929.0,1881889.0,2008,41.83117732,-87.61532646
1164,Heroin,8,1159137.0,1862390.0,2011,41.77812109,-87.69214759
1165,Cannabis,25,1140035.0,1913783.0,2009,41.91952037,-87.76092154
1166,Cannabis,8,1161328.0,1858835.0,2006,41.76832056,-87.68421362
1167,Crack,18,1175121.0,1908069.0,2011,41.9031259,-87.63218266
1168,Cannabis,8,1151146.0,1851490.0,2001,41.74836945,-87.72172735
1169,Cannabis,15,1143018.0,1900716.0,2012,41.88360788,-87.75028773
1170,Heroin,11,1149861.0,1903045.0,2005,41.88986858,-87.72509882
1171,Crack,11,1153421.0,1899804.0,2004,41.88090496,-87.71211101
1172,Crack,8,1144118.0,1874180.0,2010,41.81076887,-87.74691378
1173,Crack,14,1155114.0,1914920.0,2007,41.92235083,-87.70548819
1174,Cannabis,3,1178008.0,1855711.0,2007,41.75938625,-87.62316815
1175,Cannabis,12,1159536.0,1907317.0,2002,41.90139763,-87.68945011
1176,Crack,12,1167221.0,1896228.0,2001,41.87080684,-87.66154127
1177,Crack,15,1142504.0,1906460.0,2004,41.89937967,-87.75203231
1178,Cannabis,6,1164700.0,1853382.0,2005,41.75328626,-87.67200723
1179,Cannabis,24,1165681.0,1946437.0,2006,42.00861583,-87.66575962
1180,Cannabis,10,1153918.0,1893431.0,2016,41.86340688,-87.71045587
1181,Cannabis,12,1157057.0,1900019.0,2005,41.88142194,-87.698754
1182,Heroin,15,1144505.0,1896498.0,2011,41.87200532,-87.74493347
1183,Crack,25,1151403.0,1912605.0,2008,41.91607202,-87.71918453
1184,Cannabis,4,1196619.0,1849658.0,2002,41.74233451,-87.55516123
1185,Crack,6,1173309.0,1853560.0,2008,41.75358879,-87.64045327
1186,Cannabis,24,1163856.0,1950346.0,2011,42.01938106,-87.6723632
1187,Cannabis,14,1153173.0,1914412.0,2009,41.92099561,-87.71263356
1188,Cannabis,10,1152039.0,1889451.0,2008,41.85252249,-87.71745838
1189,Cannabis,6,1167401.0,1851471.0,2007,41.74798481,-87.66216369
1190,Cannabis,6,1182694.0,1852791.0,2009,41.75126602,-87.60608472
1191,Cannabis,3,1181968.0,1863773.0,2003,41.78141854,-87.60840596
1192,Crack,15,1142684.0,1900031.0,2004,41.88173438,-87.75153127
1193,Cannabis,19,1167677.0,1930939.0,2014,41.96604601,-87.6588649
1194,Heroin,11,1151935.0,1904120.0,2003,41.8927779,-87.71745379
1195,Cannabis,4,1198408.0,1847702.0,2007,41.73692252,-87.54867183
1196,Crack,10,1151527.0,1892448.0,2012,41.86075668,-87.71925892
1197,Crack,9,1175324.0,1876763.0,2007,41.81721551,-87.63237584
1198,Cannabis,19,1173915.0,1917861.0,2004,41.93002255,-87.63632018
1199,Heroin,11,1151884.0,1904478.0,2001,41.89376129,-87.71763166
1200,Hallucinogens,10,1162691.0,1888597.0,2001,41.84996273,-87.67838617
1201,Heroin,11,1149437.0,1899393.0,2001,41.87985533,-87.72675075
1202,Crack,15,1143545.0,1898879.0,2004,41.87855709,-87.7483985
1203,Cannabis,3,1191511.0,1855952.0,2007,41.75973102,-87.57367298
1204,Cannabis,4,1194862.0,1854246.0,2005,41.75496777,-87.56144794
1205,Heroin,11,1149886.0,1905920.0,2005,41.8977574,-87.72493214
1206,Crack,1,1176730.0,1886544.0,2006,41.84402377,-87.62692325
1207,Hallucinogens,5,1174846.0,1823828.0,2007,41.67196586,-87.63570353
1208,Heroin,11,1155810.0,1896722.0,2008,41.87239985,-87.7034218
1209,Cannabis,11,1147569.0,1898335.0,2008,41.87698808,-87.73363701
1210,Cannabis,15,1141501.0,1906528.0,2008,41.89958486,-87.75571468
1211,Cannabis,6,1180935.0,1853039.0,2005,41.75198718,-87.61252292
1212,Heroin,9,1175621.0,1877361.0,2003,41.81884982,-87.63126845
1213,Cannabis,8,1154424.0,1851894.0,2009,41.74941353,-87.70970476
1214,Barbituates,17,1155718.0,1924809.0,2008,41.94947481,-87.70300175
1215,Cocaine,3,1182042.0,1855433.0,2004,41.75853105,-87.60839238
1216,Crack,8,1152801.0,1852887.0,2003,41.75217061,-87.71562604
1217,Cannabis,3,,,2003,,
1218,Heroin,10,1149341.0,1888571.0,2015,41.85016034,-87.72738373
1219,Cannabis,10,1151324.0,1891502.0,2003,41.85816473,-87.7200289
1220,Cannabis,6,1172408.0,1850141.0,2012,41.74422648,-87.6438555
1221,Heroin,11,1150560.0,1894603.0,2009,41.86668918,-87.72275232
1222,Heroin,2,1180584.0,1879622.0,2001,41.82494146,-87.61299299
1223,Cocaine,22,1165742.0,1830843.0,2005,41.69141368,-87.66882625
1224,Crack,6,1167710.0,1852264.0,2003,41.7501543,-87.66100871
1225,Cannabis,1,1176916.0,1901744.0,2012,41.88572934,-87.62578094
1226,Cannabis,8,1144398.0,1874801.0,2007,41.81246774,-87.74587118
1227,Cannabis,15,1139413.0,1903735.0,2003,41.89195885,-87.76345215
1228,Cannabis,11,1149787.0,1897944.0,2008,41.87587232,-87.72550327
1229,Crack,5,1179215.0,1826089.0,2007,41.67807221,-87.61964452
1230,Cannabis,6,1175574.0,1852569.0,2012,41.75081901,-87.63218249
1231,Cannabis,4,1194203.0,1854148.0,2006,41.75471505,-87.56386615
1232,Cannabis,15,1141002.0,1901182.0,2003,41.88492399,-87.75767927
1233,Cannabis,9,1171228.0,1868803.0,2014,41.79546315,-87.64763398
1234,Cannabis,25,1144442.0,1909907.0,2016,41.90880236,-87.74482712
1235,Crack,4,1194863.0,1854206.0,2012,41.75485798,-87.56144559
1236,Cannabis,3,1187356.0,1860781.0,2011,41.7730819,-87.58874757
1237,Heroin,11,1146911.0,1897655.0,2005,41.87513467,-87.73607038
1238,Cannabis,11,1154542.0,1898925.0,2001,41.87847055,-87.70801828
1239,Cannabis,18,1173692.0,1906248.0,2008,41.89816091,-87.63748587
1240,Crack,9,1160495.0,1873303.0,2005,41.80803991,-87.68686823
1241,Cannabis,25,1142495.0,1910500.0,2003,41.91046605,-87.7519648
1242,Heroin,10,1158463.0,1892956.0,2005,41.86201173,-87.69378445
1243,Crack,7,1166755.0,1862773.0,2009,41.77901282,-87.66420869
1244,Crack,22,1172619.0,1831604.0,2008,41.69335364,-87.64362651
1245,Cocaine,9,1166992.0,1885899.0,2008,41.84246807,-87.6626782
1246,Crack,2,1176893.0,1880837.0,2002,41.82835964,-87.62649742
1247,Cocaine,25,1135681.0,1914887.0,2010,41.92262851,-87.77689269
1248,Heroin,4,1189027.0,1852708.0,2012,41.75088903,-87.58288037
1249,Heroin,18,1171951.0,1905614.0,2004,41.89645974,-87.64389907
1250,Heroin,3,1180509.0,1864632.0,2001,41.78380935,-87.61372857
1251,Crack,6,1167918.0,1852793.0,2002,41.75160148,-87.66023134
1252,Cannabis,25,1140785.0,1908250.0,2015,41.90432343,-87.75830219
1253,Crack,4,1197695.0,1846318.0,2014,41.73314253,-87.55133005
1254,Cannabis,14,1153253.0,1909757.0,2006,41.9082203,-87.71246344
1255,Cannabis,19,1168624.0,1931388.0,2002,41.96725757,-87.65536991
1256,Cannabis,15,1143300.0,1898460.0,2009,41.87741188,-87.74930857
1257,Heroin,11,1149047.0,1894387.0,2010,41.86612584,-87.72831235
1258,Cannabis,8,1162026.0,1858191.0,2014,41.76653884,-87.68167298
1259,Cannabis,9,1164902.0,1870027.0,2012,41.79895808,-87.67079704
1260,Cannabis,6,1183187.0,1852807.0,2009,41.75129848,-87.60427764
1261,Cannabis,25,1149426.0,1911879.0,2011,41.91411842,-87.72646684
1262,Crack,18,1171084.0,1908425.0,2009,41.90419237,-87.64700079
1263,Cannabis,5,1183251.0,1817865.0,2012,41.65541167,-87.60512584
1264,Cannabis,9,1169523.0,1870748.0,2005,41.80083759,-87.65382988
1265,Cocaine,8,1154009.0,1866904.0,2008,41.79061156,-87.71082741
1266,Cannabis,17,1152123.0,1929682.0,2012,41.96291846,-87.71608752
1267,Cannabis,4,1189561.0,1853449.0,2014,41.7529096,-87.58089982
1268,Cannabis,24,1165818.0,1946185.0,2008,42.00792141,-87.6652628
1269,Cannabis,8,1158643.0,1866698.0,2001,41.78995294,-87.69384116
1270,Cannabis,18,1170299.0,1910944.0,2003,41.91112185,-87.64981054
1271,Crack,12,1156025.0,1899862.0,2002,41.88101199,-87.70254771
1272,Cocaine,9,1164950.0,1880474.0,2008,41.82762482,-87.67032543
1273,Cannabis,18,1171234.0,1908233.0,2002,41.90366221,-87.64645545
1274,Cannabis,3,1182433.0,1864069.0,2008,41.78222002,-87.60669201
1275,Cannabis,15,1141557.0,1902021.0,2008,41.88721608,-87.75562045
1276,Crack,11,1153248.0,1904653.0,2003,41.89421454,-87.71261747
1277,Heroin,15,1144131.0,1899182.0,2001,41.87937758,-87.74623919
1278,Hallucinogens,5,1173780.0,1826350.0,2008,41.67891025,-87.63953076
1279,Cocaine,9,1167152.0,1872647.0,2007,41.80609977,-87.66247077
1280,Cannabis,6,1163840.0,1848199.0,2006,41.73908144,-87.67530407
1281,Cannabis,9,1163617.0,1880512.0,2011,41.82775722,-87.67521497
1282,Crack,7,1170548.0,1856005.0,2001,41.76035876,-87.65050021
1283,Heroin,15,1144385.0,1899747.0,2008,41.88092323,-87.74529232
1284,Heroin,11,1144975.0,1896934.0,2010,41.87319291,-87.74319687
1285,Cannabis,11,1153708.0,1900261.0,2009,41.88215331,-87.711045
1286,Cannabis,18,1172122.0,1908040.0,2005,41.90311305,-87.64319935
1287,Cannabis,11,1154228.0,1895173.0,2011,41.86818094,-87.70927139
1288,Crack,25,1139654.0,1910765.0,2007,41.91124561,-87.76239522
1289,Cannabis,15,1141684.0,1900729.0,2003,41.88366832,-87.75518603
1290,Cannabis,3,1180465.0,1858412.0,2015,41.76674206,-87.61408062
1291,Cannabis,24,1165667.0,1946828.0,2003,42.00968904,-87.66579991
1292,Cannabis,7,1164113.0,1862700.0,2007,41.77886851,-87.67389658
1293,Cannabis,14,1157363.0,1907856.0,2016,41.90292117,-87.6974171
1294,Crack,3,1182343.0,1861838.0,2009,41.77610004,-87.60709105
1295,Cannabis,14,1154564.0,1909788.0,2005,41.90827922,-87.70764663
1296,Cannabis,5,1183988.0,1836860.0,2003,41.70751943,-87.60183902
1297,Cannabis,8,1158376.0,1857826.0,2007,41.76561233,-87.69506164
1298,Heroin,15,1144169.0,1897573.0,2006,41.87496157,-87.74614008
1299,Heroin,15,1144261.0,1903330.0,2002,41.89075774,-87.74565754
1300,Cannabis,8,1151457.0,1862459.0,2013,41.77846412,-87.72030127
1301,Crack,22,1169808.0,1836139.0,2001,41.70585971,-87.65378718
1302,Heroin,5,1173026.0,1825943.0,2012,41.67781001,-87.64230265
1303,Cannabis,3,1181593.0,1858079.0,2002,41.76580232,-87.60995636
1304,Cannabis,24,1163812.0,1944780.0,2009,42.00410877,-87.67268319
1305,Cannabis,11,1153561.0,1905294.0,2010,41.89596729,-87.71145084
1306,Heroin,10,1150042.0,1889535.0,2013,41.85279207,-87.72478585
1307,Crack,11,1148883.0,1905882.0,2007,41.89767258,-87.72861707
1308,Crack,6,1183096.0,1846989.0,2008,41.73533537,-87.60479161
1309,Heroin,10,1153892.0,1892901.0,2001,41.86195302,-87.71056543
1310,Cannabis,7,1164826.0,1860731.0,2007,41.77345028,-87.67133822
1311,Crack,8,1161935.0,1858489.0,2003,41.76735849,-87.68199826
1312,Crack,10,1150384.0,1889534.0,2008,41.85278267,-87.72353062
1313,Cannabis,6,1183067.0,1852763.0,2001,41.75118053,-87.60471875
1314,Cannabis,11,1157199.0,1894925.0,2012,41.86744061,-87.69837095
1315,Cocaine,16,1139431.0,1932207.0,2013,41.97008868,-87.76269009
1316,Crack,25,1136470.0,1907600.0,2014,41.90261802,-87.77416816
1317,Cannabis,24,1164172.0,1947912.0,2005,42.01269542,-87.67126964
1318,Heroin,18,1172122.0,1908040.0,2002,41.90311305,-87.64319935
1319,Crack,5,1176002.0,1840443.0,2008,41.71753412,-87.63097672
1320,Heroin,12,1160970.0,1898113.0,2002,41.87611141,-87.68443853
1321,Cannabis,4,1189862.0,1854688.0,2008,41.7563023,-87.57975702
1322,Cannabis,11,1147559.0,1899663.0,2011,41.88063246,-87.73363965
1323,Cannabis,15,1136818.0,1907014.0,2007,41.90100374,-87.77290394
1324,Cannabis,22,1170716.0,1830527.0,2004,41.69043979,-87.65062505
1325,Cannabis,22,1168288.0,1843486.0,2011,41.72605379,-87.65914265
1326,Heroin,3,1179994.0,1863637.0,2013,41.78109078,-87.61564718
1327,Heroin,11,1153088.0,1905117.0,2015,41.89549097,-87.71319278
1328,Cannabis,7,1169476.0,1866992.0,2004,41.79053172,-87.65411108
1329,Heroin,15,1140917.0,1903658.0,2010,41.89172,-87.75793044
1330,Cannabis,19,1164934.0,1926849.0,2010,41.95488168,-87.66906694
1331,Heroin,3,1190533.0,1858250.0,2013,41.76606057,-87.57718324
1332,Crack,7,1167317.0,1862293.0,2002,41.77768362,-87.66216208
1333,Cannabis,7,1164921.0,1857351.0,2004,41.76417309,-87.67108538
1334,Cannabis,4,1194218.0,1853568.0,2015,41.75312311,-87.56383019
1335,Cannabis,22,1171337.0,1830079.0,2013,41.68919687,-87.64836458
1336,Crack,9,1174725.0,1875245.0,2010,41.81306336,-87.6346184
1337,Cannabis,19,1170303.0,1931522.0,2015,41.96758865,-87.64919254
1338,Crack,11,1153426.0,1901461.0,2005,41.88545184,-87.71204861
1339,Cannabis,11,1144820.0,1905339.0,2010,41.89626014,-87.74355388
1340,Cannabis,15,1141689.0,1907504.0,2015,41.90225964,-87.75499998
1341,Heroin,11,1148163.0,1899324.0,2013,41.8796906,-87.73143053
1342,Cannabis,1,1178234.0,1884496.0,2009,41.83836983,-87.62146621
1343,Heroin,15,1142285.0,1899542.0,2013,41.88039991,-87.75300855
1344,Cannabis,4,1193110.0,1848374.0,2007,41.73889746,-87.56805979
1345,Cannabis,25,1143042.0,1910513.0,2005,41.91049153,-87.74995498
1346,Crack,15,1138476.0,1906935.0,2005,41.90075707,-87.76681579
1347,Hallucinogens,11,1144654.0,1904258.0,2001,41.89329688,-87.74419083
1348,Heroin,25,1150024.0,1909033.0,2006,41.90629709,-87.72434411
1349,Cannabis,6,1183277.0,1852642.0,2009,41.75084361,-87.60395297
1350,Cannabis,17,1152731.0,1930357.0,2014,41.96475866,-87.71383417
1351,Cannabis,3,1177413.0,1861355.0,2012,41.77488746,-87.62517849
1352,Crack,7,1166721.0,1864087.0,2002,41.78261933,-87.66429586
1353,Heroin,25,1134584.0,1918177.0,2010,41.93167611,-87.78084559
1354,Hallucinogens,4,1192022.0,1847546.0,2009,41.73665183,-87.57207277
1355,Crack,15,1140917.0,1903658.0,2010,41.89172,-87.75793044
1356,Cannabis,3,1179034.0,1858991.0,2009,41.76836362,-87.61930813
1357,Cannabis,5,1174214.0,1823074.0,2009,41.66991078,-87.63803891
1358,Cannabis,7,1174171.0,1859450.0,2001,41.76973256,-87.63711966
1359,Crack,11,1150761.0,1899385.0,2014,41.8798076,-87.72188937
1360,Crack,22,1172970.0,1830983.0,2004,41.6916418,-87.64235966
1361,Cannabis,7,1166667.0,1866166.0,2011,41.78832552,-87.66443454
1362,Heroin,11,1151865.0,1907569.0,2001,41.90224367,-87.71761997
1363,Crack,3,1187233.0,1856882.0,2005,41.76238562,-87.58932209
1364,Crack,11,1153861.0,1895308.0,2009,41.86855871,-87.71061513
1365,Cocaine,9,1158280.0,1869152.0,2016,41.79669445,-87.69510539
1366,Cannabis,9,1164695.0,1881497.0,2010,41.83043743,-87.67123206
1367,Cannabis,17,1155805.0,1929091.0,2009,41.96122314,-87.70256609
1368,Heroin,15,1144287.0,1895528.0,2005,41.86934762,-87.74575822
1369,Crack,15,1136816.0,1907054.0,2003,41.90111354,-87.77291032
1370,Crack,15,1141583.0,1903674.0,2003,41.89175163,-87.75548409
1371,Cocaine,11,1156863.0,1895013.0,2012,41.86768891,-87.69960208
1372,Cannabis,11,1153451.0,1899321.0,2003,41.87957896,-87.71201369
1373,Heroin,11,1144423.0,1898602.0,2006,41.8777805,-87.74518159
1374,Cannabis,6,1169547.0,1853727.0,2015,41.75412938,-87.65423481
1375,Heroin,11,1145078.0,1898997.0,2015,41.87885209,-87.74276659
1376,Cannabis,22,1169053.0,1836874.0,2007,41.70789298,-87.65653079
1377,Crack,11,1156864.0,1894979.0,2010,41.86759559,-87.69959933
1378,Crack,15,1139931.0,1900425.0,2008,41.88286633,-87.76163073
1379,Cannabis,6,1183070.0,1847903.0,2010,41.73784409,-87.60485852
1380,Crack,15,1143609.0,1898880.0,2010,41.87855864,-87.74816347
1381,Cannabis,11,1154228.0,1895173.0,2011,41.86818094,-87.70927139
1382,Cannabis,9,1158782.0,1870725.0,2008,41.80100073,-87.69322153
1383,Cannabis,12,1168954.0,1903639.0,2006,41.89110577,-87.65496379
1384,Crack,5,1183449.0,1818549.0,2009,41.65728407,-87.60438018
1385,Crack,10,1154907.0,1893657.0,2003,41.8640073,-87.70681925
1386,Cannabis,7,1166082.0,1863227.0,2007,41.780273,-87.66666307
1387,Cannabis,24,1160156.0,1941163.0,2001,41.99426023,-87.68623419
1388,Cannabis,11,1151155.0,1904408.0,2007,41.89358353,-87.72031089
1389,Crack,15,1143354.0,1900647.0,2005,41.88341227,-87.74905562
1390,Cannabis,3,1185102.0,1862461.0,2004,41.77774522,-87.59695733
1391,Crack,15,1144170.0,1901499.0,2009,41.88573497,-87.74603776
1392,Cannabis,11,1148055.0,1901116.0,2004,41.88461013,-87.73178097
1393,Crack,7,1170404.0,1862683.0,2007,41.77868716,-87.65083376
1394,Crack,19,1166207.0,1931604.0,2006,41.96790242,-87.6642507
1395,Cocaine,10,1158042.0,1889095.0,2015,41.85142533,-87.69543518
1396,Cannabis,19,1172031.0,1924865.0,2015,41.94928361,-87.64303608
1397,Crack,11,1150411.0,1899208.0,2004,41.87932873,-87.72317915
1398,Cannabis,11,1154228.0,1895173.0,2011,41.86818094,-87.70927139
1399,Cannabis,25,1140332.0,1915028.0,2003,41.92293134,-87.75979971
1400,Cannabis,16,1138157.0,1926035.0,2004,41.95317533,-87.76752458
1401,Crack,11,1149554.0,1905881.0,2008,41.89765683,-87.72615257
1402,Cannabis,25,1149205.0,1915653.0,2016,41.92447892,-87.72718077
1403,Crack,9,1168744.0,1871621.0,2007,41.80325007,-87.65666153
1404,Heroin,11,1147004.0,1901447.0,2013,41.88553858,-87.73563196
1405,Cannabis,6,1177483.0,1852629.0,2008,41.75094076,-87.62518522
1406,Cannabis,9,1175559.0,1880272.0,2002,41.82683925,-87.63140865
1407,Crack,10,1150299.0,1892173.0,2014,41.86002606,-87.72377383
1408,Crack,15,1143398.0,1904190.0,2009,41.89313386,-87.74880542
1409,Cannabis,1,1176436.0,1898416.0,2013,41.87660796,-87.62764406
1410,Heroin,11,1158319.0,1896592.0,2007,41.87199222,-87.69421368
1411,Heroin,18,1172421.0,1908991.0,2001,41.90571604,-87.64207292
1412,Cannabis,8,1159081.0,1864389.0,2015,41.78360777,-87.69229825
1413,Cannabis,6,1183277.0,1852629.0,2008,41.75080794,-87.60395337
1414,Cannabis,7,1169392.0,1863359.0,2015,41.78056416,-87.65452425
1415,Heroin,11,1157822.0,1896479.0,2007,41.87169228,-87.69604146
1416,Cannabis,2,1183070.0,1875715.0,2015,41.81416281,-87.60399435
1417,Crack,15,1141476.0,1896816.0,2015,41.8729344,-87.75604648
1418,Cannabis,4,1194222.0,1853373.0,2004,41.75258792,-87.56382193
1419,Crack,2,1178540.0,1868408.0,2005,41.79421605,-87.62083285
1420,Cannabis,22,1168858.0,1846722.0,2013,41.73492158,-87.65696154
1421,Cannabis,7,1167661.0,1866095.0,2005,41.7881094,-87.66079195
1422,Cannabis,18,1175901.0,1908369.0,2011,41.90393158,-87.62930855
1423,Crack,11,1145141.0,1897125.0,2016,41.8737139,-87.74258257
1424,Cannabis,15,1141672.0,1901087.0,2006,41.88465094,-87.75522124
1425,Crack,7,1170912.0,1856254.0,2005,41.76103411,-87.64915888
1426,Crack,25,1142135.0,1907930.0,2003,41.90342037,-87.75335115
1427,Cannabis,9,1160405.0,1870774.0,2009,41.80110187,-87.68726805
1428,Heroin,11,1149813.0,1897225.0,2007,41.8738988,-87.7254265
1429,Cannabis,3,1193635.0,1855702.0,2006,41.75899327,-87.56589686
1430,Cannabis,10,1152370.0,1889447.0,2002,41.85250499,-87.71624361
1431,Crack,6,1169389.0,1851451.0,2002,41.74788715,-87.65487959
1432,Cannabis,14,1154793.0,1910804.0,2008,41.91106263,-87.70677814
1433,Heroin,6,1183997.0,1850631.0,2014,41.74530843,-87.60137726
1434,Cannabis,15,1138889.0,1904439.0,2010,41.89390024,-87.76535949
1435,Cocaine,8,1137341.0,1866460.0,2007,41.78970807,-87.77195658
1436,Heroin,2,1176170.0,1875156.0,2003,41.81278678,-87.6293208
1437,Cannabis,12,1157217.0,1899887.0,2003,41.88105647,-87.69817007
1438,Heroin,6,1184603.0,1852495.0,2003,41.75040928,-87.59909851
1439,Heroin,11,1156459.0,1897358.0,2015,41.87413201,-87.70102182
1440,Cannabis,7,1167012.0,1865795.0,2006,41.78730007,-87.66318016
1441,Crack,10,1151294.0,1892243.0,2006,41.8601987,-87.72011959
1442,Cannabis,8,1150563.0,1870470.0,2008,41.80046498,-87.7233704
1443,Cannabis,8,1149268.0,1862490.0,2012,41.77859173,-87.72832558
