,Drug,District,X_Coordinate,Y_Coordinate,Year,Latitude,Longitude
3432,Cannabis,7,1170750.0,1862164.0,2007,41.77725542,-87.64958043
3433,Heroin,12,1160416.0,1899867.0,2003,41.88093602,-87.68642409
3434,Crack,15,1142148.0,1900019.0,2006,41.8817114,-87.75349978
3435,Crack,9,1164220.0,1870689.0,2002,41.80078908,-87.67327945
3436,Crack,7,1167402.0,1863388.0,2002,41.78068662,-87.66181912
3437,Crack,9,1164327.0,1868372.0,2001,41.79442869,-87.67295232
3438,Heroin,11,1151284.0,1905040.0,2001,41.89531527,-87.71982051
3439,Cannabis,9,1164593.0,1869230.0,2003,41.79677754,-87.6719527
3440,Cannabis,7,1171325.0,1865374.0,2005,41.78605146,-87.64737861
3441,Cocaine,17,1149058.0,1931603.0,2005,41.96824985,-87.72730653
3442,Cannabis,8,1160686.0,1858817.0,2002,41.76828443,-87.68656736
3443,Cannabis,11,1157626.0,1897242.0,2002,41.87379002,-87.69674028
3444,Crack,7,1172487.0,1864422.0,2008,41.78341355,-87.64314618
3445,Heroin,11,1150941.0,1904040.0,2013,41.89257789,-87.72110648
3446,Crack,6,1177483.0,1852629.0,2006,41.75094076,-87.62518522
3447,Cannabis,4,1196833.0,1844857.0,2012,41.72915487,-87.55453633
3448,Cannabis,11,1150844.0,1899387.0,2006,41.87981146,-87.72158455
3449,Cannabis,11,1156199.0,1898533.0,2005,41.87736158,-87.70194469
3450,Crack,4,1196033.0,1851796.0,2008,41.74821587,-87.55723763
3451,Cocaine,4,1195227.0,1834209.0,2004,41.69997547,-87.56076938
3452,Cannabis,4,1191455.0,1844131.0,2016,41.72729449,-87.57426037
3453,Cannabis,3,1185596.0,1859410.0,2006,41.76936138,-87.59524234
3454,Cannabis,3,1181068.0,1860545.0,2015,41.77258137,-87.61180482
3455,Cannabis,5,1177233.0,1830685.0,2014,41.69072915,-87.62676132
3456,Heroin,10,1152347.0,1890251.0,2016,41.85471172,-87.71630682
3457,Heroin,11,1144768.0,1897604.0,2002,41.87503537,-87.74393999
3458,Crack,11,1152134.0,1905763.0,2009,41.89728253,-87.71667957
3459,Heroin,11,1153268.0,1903959.0,2009,41.89230974,-87.71256245
3460,Hallucinogens,25,1143469.0,1908026.0,2002,41.90365895,-87.74844862
3461,Cannabis,4,1196612.0,1851844.0,2001,41.74833324,-87.55511444
3462,Cannabis,11,1147998.0,1906332.0,2003,41.8989245,-87.73185601
3463,Hallucinogens,11,1151056.0,1894439.0,2013,41.86622945,-87.72093573
3464,Heroin,15,1142849.0,1906003.0,2007,41.89811919,-87.75077651
3465,Cannabis,16,1102258.0,1934667.0,2012,41.97743733,-87.89933523
3466,Heroin,11,1148935.0,1896560.0,2005,41.87209098,-87.72866733
3467,Cannabis,8,1160127.0,1862600.0,2011,41.77867704,-87.68851241
3468,Cannabis,12,1163169.0,1890405.0,2008,41.85491404,-87.67658108
3469,Crack,11,1149478.0,1899355.0,2006,41.87975026,-87.72660119
3470,Crack,9,1175622.0,1877314.0,2002,41.81872083,-87.63126619
3471,Heroin,11,1160453.0,1898391.0,2002,41.87688498,-87.68632908
3472,Cannabis,6,1172573.0,1852485.0,2004,41.75065509,-87.64318204
3473,Cannabis,6,1182930.0,1852614.0,2009,41.75077484,-87.6052254
3474,Crack,22,1156832.0,1835847.0,2002,41.70532957,-87.70131254
3475,Cannabis,15,1144352.0,1898239.0,2005,41.87678572,-87.74545142
3476,Cannabis,5,1177805.0,1834571.0,2012,41.70138,-87.62455013
3477,Heroin,11,1150483.0,1894425.0,2014,41.86620223,-87.72303965
3478,Heroin,4,1188356.0,1845982.0,2004,41.73244826,-87.58555338
3479,Cannabis,25,1150800.0,1910532.0,2012,41.91039534,-87.72145427
3480,Cannabis,5,1173425.0,1823299.0,2013,41.67054565,-87.64091994
3481,Cannabis,18,1173388.0,1907947.0,2012,41.90282982,-87.63855189
3482,Crack,11,1144757.0,1898705.0,2005,41.87805686,-87.74395262
3483,Cannabis,15,1142521.0,1905749.0,2005,41.89742829,-87.75198756
3484,Cannabis,6,1183077.0,1852804.0,2005,41.7512928,-87.60468083
3485,Cannabis,12,1159828.0,1899934.0,2003,41.88113202,-87.68858133
3486,Cannabis,8,1157985.0,1867827.0,2014,41.79306447,-87.6962232
3487,Heroin,11,1153378.0,1899803.0,2014,41.88090307,-87.71226893
3488,Heroin,6,1184330.0,1850564.0,2011,41.7451168,-87.60015919
3489,Cannabis,22,1170242.0,1844820.0,2016,41.72967226,-87.65194632
3490,Cocaine,20,1156591.0,1937077.0,2006,41.98312123,-87.69945909
3491,Crack,2,1178471.0,1870983.0,2015,41.80128366,-87.62100762
3492,Cannabis,8,1156055.0,1853194.0,2010,41.75294834,-87.7036932
3493,Crack,11,1150504.0,1903727.0,2014,41.89172753,-87.7227196
3494,Cannabis,4,1191804.0,1843552.0,2002,41.72569721,-87.57300069
3495,Crack,11,1146434.0,1894982.0,2015,41.86780873,-87.73788983
3496,Cannabis,11,1149712.0,1900319.0,2014,41.88239104,-87.7257169
3497,Cannabis,2,1176643.0,1868266.0,2005,41.79386932,-87.6277933
3498,Cannabis,7,1168972.0,1866624.0,2003,41.7895328,-87.65596975
3499,Cannabis,7,1170224.0,1864359.0,2004,41.78329022,-87.65144492
3500,Crack,11,1150239.0,1899373.0,2004,41.87978486,-87.72380641
3501,Cannabis,2,1187964.0,1870443.0,2008,41.79958071,-87.58621106
3502,Heroin,11,1146222.0,1900113.0,2011,41.88189284,-87.7385376
3503,Cannabis,10,1153919.0,1893419.0,2016,41.86337393,-87.71045252
3504,Cannabis,11,1154067.0,1900783.0,2012,41.88357858,-87.70971281
3505,Cannabis,8,1150934.0,1871470.0,2009,41.80320189,-87.72198373
3506,Cannabis,5,1175692.0,1828493.0,2006,41.68474851,-87.63246829
3507,Crack,9,1167539.0,1870583.0,2004,41.80042762,-87.6611106
3508,Cannabis,18,1169823.0,1915485.0,2015,41.92359299,-87.65142655
3509,Cannabis,8,1146487.0,1861497.0,2006,41.77592001,-87.73854624
3510,Cannabis,17,1155110.0,1922693.0,2011,41.94368061,-87.70529367
3511,Cannabis,15,1142867.0,1898863.0,2011,41.87852584,-87.7508884
3512,Cannabis,15,1136470.0,1896919.0,2011,41.87330796,-87.7744237
3513,Crack,11,1152583.0,1904701.0,2003,41.89435943,-87.71505855
3514,Cannabis,11,1148227.0,1899678.0,2012,41.88066079,-87.73118641
3515,Cannabis,7,1166757.0,1862719.0,2013,41.7788646,-87.6642029
3516,Crack,6,1173968.0,1852260.0,2001,41.75000684,-87.63807678
3517,Cannabis,15,1143312.0,1905529.0,2002,41.89680984,-87.74908779
3518,Cannabis,17,1155188.0,1931329.0,2007,41.96737678,-87.70477417
3519,Cannabis,7,1164570.0,1858040.0,2005,41.76607121,-87.67235248
3520,Heroin,25,1151145.0,1908099.0,2012,41.90371219,-87.72025074
3521,Cannabis,8,1156427.0,1851731.0,2012,41.74892616,-87.70236927
3522,Cannabis,6,1183457.0,1850811.0,2007,41.74581496,-87.60335029
3523,Cannabis,15,1141672.0,1901087.0,2006,41.88465094,-87.75522124
3524,Cannabis,25,1143620.0,1910860.0,2005,41.91143293,-87.7478229
3525,Cannabis,7,1167514.0,1859382.0,2007,41.76969125,-87.66152324
3526,Crack,10,1153620.0,1889839.0,2002,41.85355595,-87.71164529
3527,Heroin,11,1149725.0,1899867.0,2009,41.88115045,-87.72568092
3528,Cannabis,10,1156727.0,1888339.0,2014,41.84937748,-87.70028201
3529,Cannabis,7,1174193.0,1857675.0,2003,41.76486127,-87.63709169
3530,Cannabis,15,1141338.0,1901116.0,2011,41.88473669,-87.75644704
3531,Cannabis,15,1144251.0,1903638.0,2007,41.89160312,-87.74568652
3532,Heroin,11,1149512.0,1901446.0,2014,41.88548754,-87.72642205
3533,Cannabis,20,1158471.0,1935311.0,2014,41.97823686,-87.6925934
3534,Cannabis,6,1166703.0,1852821.0,2005,41.75170432,-87.66468295
3535,Heroin,11,1157530.0,1894980.0,2017,41.86758482,-87.6971543
3536,Heroin,11,1150239.0,1905260.0,2010,41.89593941,-87.72365283
3537,Cannabis,6,1168872.0,1851719.0,2009,41.74863375,-87.65676632
3538,Cannabis,11,1147478.0,1906675.0,2001,41.89987571,-87.73375717
3539,Cannabis,10,1152579.0,1893773.0,2014,41.86437192,-87.71536223
3540,Crack,15,1142895.0,1904263.0,2003,41.89334357,-87.75065096
3541,Cannabis,2,1183413.0,1871209.0,2010,41.80179001,-87.60287669
3542,Cannabis,9,,,2014,,
3543,Cannabis,8,1160301.0,1862792.0,2004,41.77920033,-87.68786923
3544,Crack,3,,,2002,,
3545,Cannabis,11,1151236.0,1905273.0,2014,41.89595559,-87.71999069
3546,Cannabis,24,1165410.0,1946171.0,2006,42.00789172,-87.66676432
3547,Cannabis,7,1174497.0,1858218.0,2003,41.76634457,-87.63596131
3548,Crack,15,1139655.0,1904800.0,2008,41.89487692,-87.76253736
3549,Cannabis,8,1154180.0,1849989.0,2007,41.74419074,-87.7106494
3550,Cannabis,25,1149498.0,1907791.0,2006,41.90289915,-87.72630861
3551,Cannabis,15,1143516.0,1905953.0,2002,41.89796953,-87.7483279
3552,Cannabis,4,1195919.0,1851445.0,2005,41.74725552,-87.55766695
3553,Cannabis,4,1199187.0,1847585.0,2005,41.73658194,-87.5458218
3554,Crack,8,1161444.0,1863179.0,2008,41.7802387,-87.68366813
3555,Cannabis,9,1171903.0,1868477.0,2003,41.79455376,-87.64516832
3556,Cannabis,9,1173042.0,1886686.0,2009,41.84449588,-87.64045321
3557,Cannabis,11,1154087.0,1898875.0,2004,41.87834243,-87.70969029
3558,Cannabis,7,1168951.0,1867389.0,2005,41.7916325,-87.65602465
3559,Crack,7,1171801.0,1860068.0,2010,41.77148075,-87.64578891
3560,Crack,5,1177005.0,1827120.0,2001,41.68095138,-87.62770294
3561,Heroin,15,,,2015,,
3562,Cannabis,9,1167258.0,1868747.0,2006,41.79539545,-87.66219369
3563,Cocaine,8,1130653.0,1861930.0,2007,41.77739411,-87.79658375
3564,Heroin,25,1147462.0,1908722.0,2010,41.9054932,-87.73376339
3565,Cannabis,15,1143351.0,1900721.0,2015,41.88361539,-87.74906479
3566,Cannabis,7,1166081.0,1863268.0,2005,41.78038553,-87.66666557
3567,Crack,10,1150904.0,1894221.0,2009,41.8656342,-87.72149945
3568,Crack,6,1183113.0,1851471.0,2007,41.74763407,-87.60459028
3569,Heroin,11,1146931.0,1897655.0,2013,41.87513429,-87.73599695
3570,Cocaine,8,1159238.0,1865422.0,2010,41.78643925,-87.69169437
3571,Cannabis,11,1149509.0,1907406.0,2004,41.90184246,-87.72627821
3572,Cannabis,8,1162200.0,1861166.0,2003,41.77469904,-87.68095249
3573,Cannabis,3,1180027.0,1862432.0,2011,41.77778339,-87.61556307
3574,Crack,11,1146145.0,1895789.0,2004,41.87002873,-87.7389303
3575,Crack,11,1156165.0,1899698.0,2005,41.88055914,-87.70203807
3576,Cannabis,5,1178181.0,1832888.0,2012,41.69675311,-87.62322416
3577,Crack,25,1149827.0,1907875.0,2002,41.90312326,-87.72509793
3578,Cannabis,1,1176730.0,1901958.0,2001,41.88632077,-87.62645748
3579,Cannabis,11,1155457.0,1897193.0,2016,41.87369942,-87.70470516
3580,Crack,11,1159921.0,1899604.0,2005,41.88022455,-87.68824895
3581,Crack,18,1171577.0,1908244.0,2006,41.90368486,-87.64519522
3582,Cocaine,25,1150358.0,1919010.0,2007,41.93366837,-87.7228563
3583,Cannabis,15,1141025.0,1899066.0,2012,41.879117,-87.75764693
3584,Cocaine,14,1153628.0,1917406.0,2002,41.92920235,-87.71088193
3585,Heroin,15,1138362.0,1901441.0,2007,41.88568291,-87.76736764
3586,Cannabis,9,1168461.0,1873276.0,2005,41.80779768,-87.6576517
3587,Crack,9,1169107.0,1873925.0,2002,41.80956464,-87.65526357
3588,Cannabis,6,1167087.0,1850840.0,2006,41.74625997,-87.66333229
3589,Cannabis,9,1172043.0,1875327.0,2005,41.8133478,-87.64445362
3590,Crack,9,1166210.0,1870700.0,2004,41.8007771,-87.66598113
3591,Cannabis,22,1169285.0,1838622.0,2011,41.71268476,-87.65563081
3592,Crack,5,1173094.0,1827141.0,2004,41.68109602,-87.64201856
3593,Cannabis,11,1156400.0,1899561.0,2008,41.88017845,-87.70117887
3594,Cannabis,5,1176848.0,1833826.0,2009,41.69935717,-87.62807667
3595,Cannabis,4,1194843.0,1836925.0,2006,41.70743789,-87.56208634
3596,Cannabis,6,1183077.0,1852804.0,2003,41.7512928,-87.60468083
3597,Cannabis,22,1175063.0,1838269.0,2002,41.71158933,-87.6344805
3598,Cocaine,10,1158068.0,1888182.0,2006,41.84891943,-87.69536465
3599,Cannabis,2,1177087.0,1873037.0,2005,41.80695139,-87.62602122
3600,Crack,11,1156765.0,1899878.0,2003,41.88104094,-87.69983004
3601,Cannabis,9,1169508.0,1871299.0,2008,41.80234992,-87.65386892
3602,Heroin,10,1152836.0,1891811.0,2004,41.85898289,-87.7144707
3603,Cannabis,4,1188320.0,1847443.0,2014,41.73645825,-87.58563876
3604,Crack,25,1143809.0,1907547.0,2006,41.90233815,-87.74721173
3605,Cannabis,25,1141233.0,1910136.0,2015,41.90949057,-87.75660996
3606,Cannabis,12,1169359.0,1891326.0,2005,41.85730918,-87.65383441
3607,Crack,19,1169175.0,1930734.0,2008,41.96545099,-87.65336305
3608,Cannabis,5,1178992.0,1836888.0,2010,41.70771127,-87.62013349
3609,Cannabis,15,1144183.0,1906031.0,2003,41.89817106,-87.74587608
3610,Heroin,25,1150744.0,1907731.0,2010,41.90271022,-87.72173336
3611,Heroin,15,1141397.0,1902646.0,2011,41.88893411,-87.75619259
3612,Crack,7,1173896.0,1867008.0,2001,41.79047866,-87.63790364
3613,Heroin,3,1180635.0,1864443.0,2014,41.78328782,-87.61327242
3614,Crack,22,1174540.0,1841897.0,2013,41.72155671,-87.63628829
3615,Hallucinogens,15,1139428.0,1904423.0,2001,41.89384653,-87.76338028
3616,Crack,6,1167089.0,1850745.0,2010,41.74599924,-87.66332768
3617,Cannabis,14,1154219.0,1917102.0,2009,41.92835635,-87.70871831
3618,Crack,2,1176399.0,1878070.0,2001,41.8207779,-87.62839315
3619,Cannabis,2,1182442.0,1871604.0,2013,41.80289651,-87.60642543
3620,Cannabis,19,1162319.0,1917734.0,2001,41.92992483,-87.67893592
3621,Crack,3,1187289.0,1858874.0,2003,41.76785052,-87.58905367
3622,Crack,11,1153997.0,1901426.0,2003,41.88534443,-87.70995271
3623,Cannabis,6,1183684.0,1852818.0,2011,41.75131709,-87.60245606
3624,Cannabis,16,1133972.0,1925931.0,2015,41.95296473,-87.78291166
3625,Cannabis,6,1164041.0,1853251.0,2007,41.75294065,-87.6744259
3626,Cannabis,10,1147873.0,1890896.0,2001,41.85656873,-87.7327119
3627,Cocaine,10,1158698.0,1888135.0,2001,41.84877759,-87.69305376
3628,Heroin,15,1142870.0,1906767.0,2001,41.9002153,-87.75068032
3629,Cannabis,2,1182386.0,1873939.0,2003,41.80930523,-87.60655839
3630,Cannabis,11,1150880.0,1906040.0,2011,41.89806729,-87.72127811
3631,Crack,25,1141440.0,1909066.0,2005,41.90655055,-87.75587599
3632,Cannabis,24,1162043.0,1949448.0,2010,42.01695515,-87.67906008
3633,Heroin,2,1177310.0,1876480.0,2001,41.81639424,-87.62509927
3634,Cannabis,1,1176906.0,1897034.0,2005,41.87280506,-87.62596021
3635,Cannabis,6,1166408.0,1852884.0,2001,41.75188348,-87.6657622
3636,Cannabis,9,1175647.0,1868500.0,2007,41.79453381,-87.63143854
3637,Cannabis,3,1180810.0,1857888.0,2009,41.76529623,-87.61283216
3638,Cannabis,4,1193624.0,1850173.0,2007,41.74382151,-87.56611786
3639,Cannabis,8,1160794.0,1862530.0,2015,41.7784712,-87.68606906
3640,Heroin,10,1150089.0,1894415.0,2013,41.86618246,-87.72448633
3641,Crack,9,1160407.0,1873431.0,2008,41.80839297,-87.68718746
3642,Crack,20,1168735.0,1933257.0,2007,41.97238375,-87.65490736
3643,Cannabis,5,1178852.0,1832498.0,2009,41.69566768,-87.62077918
3644,Heroin,11,1149452.0,1894398.0,2014,41.86614819,-87.72682527
3645,Cannabis,15,1141337.0,1901133.0,2009,41.88478336,-87.75645029
3646,Cannabis,15,1142285.0,1899542.0,2014,41.88039991,-87.75300855
3647,Cannabis,10,1153968.0,1891668.0,2012,41.85856801,-87.71031928
3648,Crack,9,1161379.0,1870830.0,2001,41.8012354,-87.68369448
3649,Heroin,11,1153543.0,1905875.0,2011,41.89756196,-87.71150149
3650,Cocaine,10,1148661.0,1886386.0,2002,41.84417755,-87.72993581
3651,Cannabis,15,1139772.0,1907463.0,2006,41.90218238,-87.76204251
3652,Crack,11,1154053.0,1899336.0,2011,41.87960814,-87.70980283
3653,Cannabis,10,1153147.0,1885474.0,2006,41.84158725,-87.71349701
3654,Heroin,7,1164552.0,1858744.0,2002,41.76800346,-87.67239862
3655,Cannabis,4,1194563.0,1852907.0,2007,41.7513008,-87.56258763
3656,Crack,5,1176738.0,1826470.0,2013,41.67917368,-87.62869976
3657,Cannabis,9,1165937.0,1868584.0,2006,41.79497636,-87.66704247
3658,Cocaine,9,1159593.0,1869823.0,2012,41.79850891,-87.69027205
3659,Crack,7,1168636.0,1866805.0,2003,41.79003674,-87.65719654
3660,Cocaine,25,1149417.0,1907705.0,2004,41.90266473,-87.72660838
3661,Heroin,11,1148250.0,1898351.0,2013,41.8770189,-87.73113614
3662,Cannabis,4,1187728.0,1844044.0,2007,41.72714513,-87.58791547
3663,Heroin,11,1150492.0,1906531.0,2001,41.89942223,-87.72269038
3664,Cocaine,25,1151853.0,1914048.0,2009,41.92002288,-87.71749317
3665,Heroin,11,1156864.0,1894979.0,2016,41.86759559,-87.69959933
3666,Cannabis,7,1164199.0,1858277.0,2001,41.76672939,-87.67370566
3667,Crack,11,1150225.0,1897735.0,2006,41.87529028,-87.72390052
3668,Cannabis,11,1160444.0,1898805.0,2012,41.87802122,-87.68635067
3669,Crack,1,1175361.0,1901695.0,2001,41.88562992,-87.63149262
3670,Heroin,15,1140887.0,1904501.0,2007,41.89403385,-87.75801986
3671,Cannabis,12,1168383.0,1894573.0,2001,41.86624036,-87.65732303
3672,Cannabis,6,1172343.0,1852312.0,2002,41.75018542,-87.64402995
3673,Cannabis,25,1140059.0,1907613.0,2015,41.90258875,-87.76098463
3674,Cannabis,25,1136253.0,1910020.0,2007,41.90926268,-87.77490738
3675,Cannabis,7,1170507.0,1855745.0,2013,41.75964618,-87.65065804
3676,Heroin,2,1181100.0,1877615.0,2004,41.81942221,-87.61116184
3677,Cannabis,2,1182577.0,1874691.0,2005,41.81136434,-87.6058345
3678,Cannabis,15,1139888.0,1899379.0,2009,41.87999676,-87.7618142
3679,Heroin,4,1185640.0,1850779.0,2005,41.74567605,-87.59535245
3680,Cannabis,14,1153405.0,1910227.0,2003,41.909507,-87.71189255
3681,Crack,15,1144208.0,1899225.0,2007,41.87949413,-87.74595537
3682,Crack,11,,,2002,,
3683,Cannabis,7,1168641.0,1866616.0,2004,41.789518,-87.65718365
3684,Cannabis,15,1139050.0,1899737.0,2003,41.88099443,-87.76488258
3685,Cannabis,10,1152475.0,1894470.0,2012,41.86628662,-87.71572561
3686,Cannabis,4,1193556.0,1853551.0,2012,41.75309269,-87.56625667
3687,Crack,15,1137038.0,1900142.0,2007,41.88214214,-87.7722609
3688,Heroin,7,1164193.0,1858221.0,2001,41.76657584,-87.67372923
3689,Cannabis,3,1183516.0,1863433.0,2006,41.7804496,-87.60274129
3690,Cannabis,11,1151255.0,1904660.0,2010,41.89427308,-87.719937
3691,Cannabis,22,1168737.0,1840316.0,2003,41.71734517,-87.65758907
3692,Cannabis,7,1166082.0,1863220.0,2003,41.78025379,-87.66666327
3693,Cannabis,10,1153849.0,1884213.0,2006,41.83811298,-87.71095442
3694,Cannabis,3,1180195.0,1861345.0,2011,41.7747967,-87.61498047
3695,Hallucinogens,11,1150270.0,1896740.0,2015,41.87255901,-87.72376124
3696,Cannabis,7,1168013.0,1865360.0,2014,41.78608491,-87.65952243
3697,Cannabis,14,1165056.0,1912342.0,2008,41.91507109,-87.66903168
3698,Cannabis,11,1152188.0,1906676.0,2008,41.89978683,-87.71645712
3699,Cannabis,6,1183279.0,1852561.0,2003,41.75062129,-87.60394815
3700,Cannabis,11,1146387.0,1899777.0,2016,41.88096768,-87.73794027
3701,Cannabis,9,1173619.0,1886950.0,2009,41.84520752,-87.63832789
3702,Crack,11,1151895.0,1904088.0,2001,41.89269087,-87.71760154
3703,Cannabis,7,1166854.0,1859310.0,2009,41.76950779,-87.66394457
3704,Crack,11,1144702.0,1900080.0,2006,41.88183106,-87.74411991
3705,Cannabis,5,1178229.0,1831287.0,2003,41.69235865,-87.62309675
3706,Cannabis,6,1163955.0,1852256.0,2009,41.75021204,-87.67476897
3707,Cannabis,10,1156081.0,1887616.0,2005,41.84740653,-87.70267241
3708,Cannabis,11,1150396.0,1899637.0,2005,41.88050624,-87.72322303
3709,Cannabis,5,1176699.0,1838930.0,2012,41.71336661,-87.62846927
3710,Heroin,15,1141122.0,1904825.0,2002,41.89491862,-87.75714877
3711,Cannabis,3,1180633.0,1865098.0,2010,41.78508525,-87.61325964
3712,Crack,15,1143368.0,1905208.0,2013,41.89592793,-87.74889014
3713,Cannabis,3,1190808.0,1856919.0,2003,41.76240156,-87.57621823
3714,Heroin,15,1144415.0,1896519.0,2009,41.87206464,-87.74526337
3715,Cannabis,9,1166914.0,1869225.0,2010,41.7967145,-87.66344149
3716,Crack,8,1144777.0,1875380.0,2005,41.81404949,-87.74446643
3717,Cannabis,11,1148390.0,1899802.0,2015,41.88099792,-87.73058468
3718,Heroin,11,1149086.0,1898930.0,2004,41.87859161,-87.72805158
3719,Crack,5,,,2002,,
3720,Cannabis,2,1178154.0,1871244.0,2007,41.80200707,-87.62216225
3721,Cannabis,25,1129512.0,1913858.0,2012,41.91991241,-87.79958354
3722,Cannabis,9,1166409.0,1871562.0,2008,41.80313829,-87.66522676
3723,Cannabis,9,1171222.0,1868924.0,2009,41.79579531,-87.64765245
3724,Cocaine,10,1154443.0,1888031.0,2001,41.84857819,-87.70867284
3725,Heroin,11,1155457.0,1897193.0,2010,41.87369942,-87.70470516
3726,Heroin,9,1166524.0,1871398.0,2002,41.8026858,-87.66480968
3727,Cannabis,17,1151985.0,1927223.0,2011,41.95617352,-87.71665996
3728,Cannabis,9,1165107.0,1874674.0,2004,41.81170565,-87.66991371
3729,Cannabis,3,1182456.0,1860755.0,2007,41.77312556,-87.60671035
3730,Heroin,2,1181097.0,1878355.0,2007,41.8214529,-87.61115003
3731,Cannabis,11,1151587.0,1904673.0,2014,41.89430223,-87.71871732
3732,Cannabis,8,1157382.0,1862712.0,2004,41.77904043,-87.69857282
3733,Heroin,3,1179993.0,1863678.0,2013,41.78120331,-87.61564959
3734,Cannabis,2,1183713.0,1873888.0,2010,41.80913439,-87.60169285
3735,Cannabis,11,1149512.0,1901446.0,2008,41.88548754,-87.72642205
3736,Heroin,11,1148888.0,1899693.0,2016,41.8806892,-87.72875886
3737,Cannabis,19,1167843.0,1929636.0,2006,41.96246694,-87.6582923
3738,Crack,3,1180389.0,1861084.0,2013,41.77407604,-87.61427731
3739,Cannabis,9,1165238.0,1869849.0,2005,41.79846251,-87.66956989
3740,Cannabis,11,1151252.0,1904769.0,2008,41.89457225,-87.71994516
3741,Hallucinogens,15,1139441.0,1901715.0,2007,41.8864152,-87.76339859
3742,Cannabis,17,1153454.0,1932394.0,2001,41.97033394,-87.71112148
3743,Cannabis,22,1165542.0,1835471.0,2006,41.70411792,-87.66942786
3744,Heroin,6,1180575.0,1842419.0,2009,41.72285292,-87.61416735
3745,Cannabis,3,1180005.0,1863280.0,2010,41.78011089,-87.61561778
3746,Cannabis,22,1170946.0,1835181.0,2006,41.70320609,-87.64964776
3747,Cannabis,7,1166831.0,1860122.0,2003,41.77173651,-87.66400571
3748,Cannabis,8,1161112.0,1863135.0,2011,41.78012483,-87.68488652
3749,Crack,5,1178972.0,1826282.0,2012,41.67860735,-87.62052814
3750,Cannabis,15,1141497.0,1898830.0,2015,41.87846068,-87.75591964
3751,Crack,8,1144700.0,1874824.0,2004,41.81252519,-87.74476285
3752,Cannabis,17,1150807.0,1925666.0,2004,41.95192418,-87.7210315
3753,Cannabis,7,1167111.0,1862074.0,2005,41.77708707,-87.66292354
3754,Cannabis,10,1149320.0,1891565.0,2007,41.85837665,-87.72738326
3755,Heroin,15,1141376.0,1903468.0,2013,41.89119016,-87.75624941
3756,Cannabis,2,1176827.0,1865726.0,2009,41.78689516,-87.62719508
3757,Cannabis,17,1152652.0,1927206.0,2009,41.95611367,-87.71420834
3758,Crack,7,1170858.0,1858243.0,2011,41.76649336,-87.64929883
3759,Crack,5,1179828.0,1826106.0,2012,41.67810491,-87.61740022
3760,Heroin,15,1143761.0,1896506.0,2009,41.87204124,-87.74766483
3761,Cannabis,1,1173966.0,1899280.0,2009,41.87903421,-87.63668728
3762,Cannabis,15,1142238.0,1903986.0,2005,41.89259566,-87.75307079
3763,Cannabis,15,1143290.0,1898767.0,2011,41.87825451,-87.74933761
3764,Crack,11,1157774.0,1898240.0,2010,41.87652562,-87.6961697
3765,Cannabis,2,1178159.0,1871244.0,2009,41.80200696,-87.62214391
3766,Cannabis,11,1154256.0,1896836.0,2004,41.87274383,-87.7091242
3767,Cannabis,15,1139006.0,1894121.0,2015,41.86558418,-87.76518064
3768,Crack,8,1145084.0,1875482.0,2003,41.81432362,-87.74333774
3769,Heroin,22,1167337.0,1830440.0,2016,41.69027387,-87.66299825
3770,Heroin,11,1149451.0,1899354.0,2011,41.87974804,-87.72670035
3771,Crack,12,1157524.0,1907277.0,2008,41.90132906,-87.69684149
3772,Crack,5,1178803.0,1833862.0,2007,41.6994118,-87.62091728
3773,Cannabis,12,1162276.0,1904791.0,2010,41.89440921,-87.67945653
3774,Cannabis,15,1141540.0,1898831.0,2016,41.87846263,-87.75576172
3775,Cannabis,25,1138052.0,1909762.0,2015,41.90852237,-87.7683048
3776,Crack,11,1148974.0,1895794.0,2016,41.86998823,-87.72854395
3777,Cannabis,16,1133057.0,1923044.0,2011,41.94505857,-87.78634305
3778,Heroin,11,1147480.0,1898333.0,2002,41.8769843,-87.73396384
3779,Crack,5,1173048.0,1828494.0,2004,41.68480988,-87.64214721
3780,Crack,11,,,2008,,
3781,Cannabis,15,1143827.0,1899255.0,2001,41.8795836,-87.74735361
3782,Cannabis,10,1157723.0,1887796.0,2008,41.84786723,-87.69664134
3783,Cannabis,3,1180824.0,1863353.0,2002,41.78029241,-87.61261298
3784,Cannabis,9,1164927.0,1881302.0,2003,41.82989742,-87.67038637
3785,Crack,3,1190276.0,1858087.0,2012,41.76561948,-87.57813047
3786,Cannabis,12,1168919.0,1894549.0,2006,41.8661629,-87.65535604
3787,Crack,5,1178324.0,1838348.0,2008,41.71173287,-87.62253558
3788,Heroin,4,1197452.0,1851171.0,2006,41.74646559,-87.55205885
3789,Cannabis,8,1161131.0,1859494.0,2013,41.77013302,-87.68491751
3790,Crack,11,1153741.0,1899175.0,2003,41.87917256,-87.71095274
3791,Cannabis,19,1168212.0,1930388.0,2007,41.96452247,-87.65691381
3792,Crack,22,1168713.0,1847067.0,2004,41.73587143,-87.65748284
3793,Cannabis,14,1154537.0,1919323.0,2008,41.93444459,-87.70749019
3794,Cannabis,7,1175230.0,1868176.0,2006,41.79365406,-87.63297734
3795,Heroin,4,1191177.0,1850198.0,2012,41.74394963,-87.57508291
3796,Hallucinogens,7,1164003.0,1858896.0,2008,41.76843213,-87.6744067
3797,Cocaine,11,1147221.0,1905309.0,2002,41.89613219,-87.73473615
