Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
Cannabis,9,1163773,1883772,2009,41.83669973,-87.6745509,"(41.8367, -87.674551)"
Cannabis,25,1137090,1908883,2003,41.90612762,-87.77185991,"(41.906128, -87.77186)"
Crack,3,1180686,1862399,2004,41.77767771,-87.6131482,"(41.777678, -87.613148)"
Cannabis,9,1158335,1878579,2008,41.82256223,-87.69464678,"(41.822562, -87.694647)"
Crack,11,1150081,1898395,2007,41.87710419,-87.72441205,"(41.877104, -87.724412)"
Heroin,11,,,2002,,,
Crack,14,,,2006,,,
Cannabis,4,1192626,1854354,2011,41.75531889,-87.56963858,"(41.755319, -87.569639)"
Cannabis,8,1161188,1858992,2001,41.76875428,-87.68472245,"(41.768754, -87.684722)"
Cannabis,15,1144383,1898242,2008,41.87679337,-87.74533752,"(41.876793, -87.745338)"
Heroin,11,1157198,1894938,2014,41.86747631,-87.69837427,"(41.867476, -87.698374)"
Heroin,11,1157469,1899560,2005,41.88015403,-87.69725364,"(41.880154, -87.697254)"
Cannabis,7,1165696,1865341,2003,41.78608229,-87.66801824,"(41.786082, -87.668018)"
Heroin,11,1144551,1904216,2003,41.89318357,-87.74457018,"(41.893184, -87.74457)"
Heroin,2,1179312,1873894,2001,41.80925253,-87.61783453,"(41.809253, -87.617835)"
Heroin,12,1157557,1905979,2005,41.89776657,-87.69675566,"(41.897767, -87.696756)"
Cannabis,14,1153278,1910423,2010,41.91004736,-87.71235389,"(41.910047, -87.712354)"
Heroin,2,1176316,1886532,2002,41.84400018,-87.6284429,"(41.844, -87.628443)"
Crack,11,1150577,1896455,2001,41.87177095,-87.72264155,"(41.871771, -87.722642)"
Cannabis,8,1150550,1870937,2015,41.80174675,-87.72340593,"(41.801747, -87.723406)"
Heroin,10,1152590,1893393,2008,41.86332894,-87.71533189,"(41.863329, -87.715332)"
Cannabis,7,1172495,1860217,2008,41.77187437,-87.64324057,"(41.771874, -87.643241)"
Cannabis,9,1166079,1875368,2005,41.81358942,-87.6663287,"(41.813589, -87.666329)"
Cannabis,4,1196279,1850156,2003,41.7437095,-87.55639049,"(41.743709, -87.55639)"
Cannabis,24,1163190,1949191,2003,42.0162258,-87.6748467,"(42.016226, -87.674847)"
Crack,11,1153473,1901460,2004,41.88544816,-87.71187604,"(41.885448, -87.711876)"
Cannabis,3,1183633,1862110,2010,41.77681644,-87.60235358,"(41.776816, -87.602354)"
Cannabis,12,1161722,1900974,2004,41.88394661,-87.68159768,"(41.883947, -87.681598)"
Heroin,11,1149721,1901477,2001,41.88556854,-87.72565375,"(41.885569, -87.725654)"
Cannabis,8,1161126,1862647,2009,41.7787854,-87.68484869,"(41.778785, -87.684849)"
Heroin,11,1150065,1907054,2009,41.90086572,-87.72424512,"(41.900866, -87.724245)"
Cannabis,8,1158117,1863203,2003,41.78037288,-87.69586488,"(41.780373, -87.695865)"
Crack,11,1147614,1898004,2004,41.87607892,-87.73348027,"(41.876079, -87.73348)"
Cannabis,3,1178397,1857805,2012,41.76512359,-87.621679,"(41.765124, -87.621679)"
Cannabis,24,1163887,1950346,2009,42.0193804,-87.67224913,"(42.01938, -87.672249)"
Cannabis,12,1154949,1903386,2011,41.89070383,-87.70640419,"(41.890704, -87.706404)"
Cannabis,11,1147614,1900625,2005,41.88327124,-87.733413,"(41.883271, -87.733413)"
Heroin,11,1153576,1904803,2014,41.89461964,-87.71140882,"(41.89462, -87.711409)"
Heroin,15,1139096,1894123,2010,41.86558803,-87.76485019,"(41.865588, -87.76485)"
Heroin,12,1154990,1901949,2002,41.88675974,-87.70629218,"(41.88676, -87.706292)"
Heroin,10,1151467,1893579,2015,41.86386145,-87.71944948,"(41.863861, -87.719449)"
Crack,3,1182703,1861138,2004,41.77417082,-87.60579304,"(41.774171, -87.605793)"
Crack,11,1156862,1897226,2002,41.87376163,-87.69954577,"(41.873762, -87.699546)"
Cannabis,24,1163653,1940897,2015,41.99345708,-87.67337826,"(41.993457, -87.673378)"
Crack,3,1180668,1863088,2008,41.77956881,-87.61319304,"(41.779569, -87.613193)"
Crack,17,1151570,1929935,2007,41.96362362,-87.71811403,"(41.963624, -87.718114)"
Cannabis,6,1176265,1854551,2009,41.75624238,-87.62959094,"(41.756242, -87.629591)"
Heroin,11,1149926,1904552,2006,41.89400268,-87.72482086,"(41.894003, -87.724821)"
Cannabis,8,1154788,1863545,2007,41.78137846,-87.70806055,"(41.781378, -87.708061)"
Cannabis,5,1173439,1823300,2007,41.67054808,-87.64086867,"(41.670548, -87.640869)"
Cocaine,9,1175739,1881773,2005,41.83095408,-87.63070323,"(41.830954, -87.630703)"
Crack,15,1140669,1901155,2002,41.88485602,-87.75890278,"(41.884856, -87.758903)"
Crack,14,1158138,1910038,2006,41.90889295,-87.69451068,"(41.908893, -87.694511)"
Crack,25,1147503,1916280,2005,41.92623231,-87.73341858,"(41.926232, -87.733419)"
Cannabis,6,1168169,1852363,2011,41.75041611,-87.65932388,"(41.750416, -87.659324)"
Crack,10,1154578,1893575,2006,41.86378886,-87.7080292,"(41.863789, -87.708029)"
Cannabis,5,1178994,1836903,2003,41.70775239,-87.62012571,"(41.707752, -87.620126)"
Cannabis,2,1177106,1867219,2014,41.79098581,-87.6261271,"(41.790986, -87.626127)"
Cannabis,19,1167798,1930700,2013,41.96538757,-87.65842693,"(41.965388, -87.658427)"
Cannabis,25,1137919,1914049,2002,41.9202888,-87.7686897,"(41.920289, -87.76869)"
Cannabis,20,1157922,1939387,2009,41.98943284,-87.69450056,"(41.989433, -87.694501)"
Heroin,11,1146811,1896171,2002,41.87106431,-87.73647544,"(41.871064, -87.736475)"
Cocaine,8,1160815,1858821,2010,41.76829275,-87.6860944,"(41.768293, -87.686094)"
Crack,3,1188180,1857086,2004,41.76292289,-87.58584475,"(41.762923, -87.585845)"
Crack,25,1136803,1911484,2002,41.91327023,-87.77285175,"(41.91327, -87.772852)"
Heroin,5,1176189,1841940,2006,41.72163791,-87.63024704,"(41.721638, -87.630247)"
Cannabis,7,1166931,1856889,2003,41.7628626,-87.6637314,"(41.762863, -87.663731)"
Crack,5,1178446,1837023,2002,41.70809412,-87.62212886,"(41.708094, -87.622129)"
Cannabis,16,1143669,1925570,2007,41.95179768,-87.74727349,"(41.951798, -87.747273)"
Cannabis,25,1151496,1907915,2002,41.90320039,-87.71896627,"(41.9032, -87.718966)"
Heroin,11,1144993,1896611,2005,41.87230622,-87.74313894,"(41.872306, -87.743139)"
Crack,5,1178418,1835799,2008,41.70473593,-87.62226841,"(41.704736, -87.622268)"
Cannabis,11,1144487,1896833,2009,41.87292494,-87.74499112,"(41.872925, -87.744991)"
Cannabis,8,1161013,1862810,2012,41.77923503,-87.68525845,"(41.779235, -87.685258)"
Cocaine,8,1146280,1846860,2007,41.73575741,-87.73967537,"(41.735757, -87.739675)"
Crack,2,1176406,1885545,2003,41.84128975,-87.62814236,"(41.84129, -87.628142)"
Heroin,6,1176551,1844413,2004,41.72841602,-87.62884697,"(41.728416, -87.628847)"
Cocaine,9,1165497,1872529,2002,41.80581125,-87.66854407,"(41.805811, -87.668544)"
Cannabis,15,1138922,1899461,2012,41.88023938,-87.7653593,"(41.880239, -87.765359)"
Heroin,15,1143289,1898790,2006,41.87831765,-87.74934071,"(41.878318, -87.749341)"
Cocaine,10,1157506,1889255,2008,41.8518753,-87.69739808,"(41.851875, -87.697398)"
Cannabis,10,,,2016,,,
Heroin,2,1181045,1874175,2002,41.80998385,-87.61146961,"(41.809984, -87.61147)"
Heroin,15,1142776,1905518,2004,41.89678965,-87.75105673,"(41.89679, -87.751057)"
Cannabis,9,1160380,1877093,2008,41.81844251,-87.6871855,"(41.818443, -87.687185)"
Cannabis,16,1134733,1928612,2014,41.96030822,-87.7800505,"(41.960308, -87.780051)"
Heroin,11,1151107,1905077,2015,41.89542027,-87.72046962,"(41.89542, -87.72047)"
Cannabis,25,1151579,1918018,2005,41.9309223,-87.71839529,"(41.930922, -87.718395)"
Heroin,11,1154519,1907799,2009,41.90282213,-87.70786522,"(41.902822, -87.707865)"
Crack,15,1144342,1898237,2014,41.87678042,-87.74548819,"(41.87678, -87.745488)"
Crack,18,1171577,1908244,2007,41.90368486,-87.64519522,"(41.903685, -87.645195)"
Crack,10,1151588,1892167,2001,41.85998438,-87.71904238,"(41.859984, -87.719042)"
Cannabis,7,1167165,1860030,2011,41.77147691,-87.662784,"(41.771477, -87.662784)"
Cannabis,14,1165456,1909950,2007,41.90849877,-87.66763034,"(41.908499, -87.66763)"
Heroin,15,1143985,1902891,2006,41.88955826,-87.74668218,"(41.889558, -87.746682)"
Cannabis,6,1183609,1852555,2007,41.75059714,-87.60273908,"(41.750597, -87.602739)"
Cannabis,15,1142764,1899191,2014,41.87942783,-87.75125843,"(41.879428, -87.751258)"
Cannabis,24,1162608,1949798,2002,42.01790369,-87.67697115,"(42.017904, -87.676971)"
Cannabis,11,1152930,1896804,2013,41.87268238,-87.71399343,"(41.872682, -87.713993)"
Crack,7,1174117,1859984,2014,41.77119912,-87.63730176,"(41.771199, -87.637302)"
Cannabis,8,1161870,1861130,2002,41.77460712,-87.68216322,"(41.774607, -87.682163)"
Cocaine,25,1147562,1918520,2006,41.93237794,-87.73314416,"(41.932378, -87.733144)"
Cannabis,3,1181068,1860545,2011,41.77258137,-87.61180482,"(41.772581, -87.611805)"
Cannabis,6,1183938,1852623,2007,41.75077607,-87.60153136,"(41.750776, -87.601531)"
Crack,20,1168494,1932957,2006,41.97156577,-87.65580228,"(41.971566, -87.655802)"
Crack,7,1164653,1860236,2006,41.77209558,-87.67198636,"(41.772096, -87.671986)"
Heroin,7,1174527,1867887,2002,41.7928767,-87.63556377,"(41.792877, -87.635564)"
Cannabis,10,1148828,1885511,2002,41.84177322,-87.72934553,"(41.841773, -87.729346)"
Crack,2,1176244,1881289,2002,41.82961459,-87.62886493,"(41.829615, -87.628865)"
Cannabis,25,1140834,1919109,2008,41.9341208,-87.75785452,"(41.934121, -87.757855)"
Cannabis,24,1164844,1945260,2002,42.00540399,-87.66887276,"(42.005404, -87.668873)"
Heroin,12,1166036,1894466,2011,41.86599713,-87.6659421,"(41.865997, -87.665942)"
Cannabis,4,1201202,1833692,2014,41.69840761,-87.53890934,"(41.698408, -87.538909)"
Crack,5,1178063,1836924,2003,41.70783112,-87.62353441,"(41.707831, -87.623534)"
Cannabis,12,1162911,1890770,2001,41.85592105,-87.67751782,"(41.855921, -87.677518)"
Cannabis,3,1179532,1855351,2012,41.75836371,-87.61759376,"(41.758364, -87.617594)"
Cannabis,15,1143352,1900684,2009,41.88351384,-87.74906204,"(41.883514, -87.749062)"
Cannabis,5,1177978,1834020,2011,41.69986407,-87.62393328,"(41.699864, -87.623933)"
Heroin,25,1150151,1908115,2005,41.90377554,-87.72390155,"(41.903776, -87.723902)"
Cannabis,11,1153223,1905475,2008,41.89647068,-87.71268744,"(41.896471, -87.712687)"
Heroin,11,1157561,1895913,2007,41.87014443,-87.6970151,"(41.870144, -87.697015)"
Crack,3,1179660,1863316,2004,41.78021757,-87.61688149,"(41.780218, -87.616881)"
Heroin,3,1187519,1860867,2012,41.77331402,-87.58814733,"(41.773314, -87.588147)"
Heroin,15,1143556,1905957,2001,41.89797975,-87.74818088,"(41.89798, -87.748181)"
Crack,24,1164144,1948718,2002,42.01490769,-87.67134973,"(42.014908, -87.67135)"
Cannabis,5,1176913,1821114,2009,41.66447204,-87.62821961,"(41.664472, -87.62822)"
Crack,11,1149574,1905214,2005,41.89582612,-87.72609645,"(41.895826, -87.726096)"
Cannabis,22,1173999,1840986,2010,41.7190688,-87.6382968,"(41.719069, -87.638297)"
Crack,8,1150923,1857416,2017,41.76463574,-87.7223903,"(41.764636, -87.72239)"
Crack,15,1139856,1903022,2004,41.8899942,-87.76184262,"(41.889994, -87.761843)"
Cannabis,14,1154068,1909000,2001,41.90612679,-87.70948975,"(41.906127, -87.70949)"
Cannabis,24,1163829,1951001,2013,42.02117896,-87.67244395,"(42.021179, -87.672444)"
Heroin,15,1139636,1907460,2002,41.90217663,-87.76254214,"(41.902177, -87.762542)"
Crack,2,1180510,1878106,2008,41.82078314,-87.61331108,"(41.820783, -87.613311)"
Crack,5,1175482,1824510,2007,41.67382322,-87.6333555,"(41.673823, -87.633355)"
Cannabis,19,1166920,1931342,2012,41.96716817,-87.66163662,"(41.967168, -87.661637)"
Cannabis,3,1179093,1864384,2010,41.78316121,-87.61892765,"(41.783161, -87.618928)"
Crack,15,1142189,1905682,2002,41.8972506,-87.75320864,"(41.897251, -87.753209)"
Crack,12,1166249,1894140,2006,41.86509801,-87.66516947,"(41.865098, -87.665169)"
Cannabis,15,1144321,1897907,2008,41.87587525,-87.74557359,"(41.875875, -87.745574)"
Cannabis,15,1139627,1898455,2009,41.87746595,-87.76279513,"(41.877466, -87.762795)"
Crack,11,1159624,1898084,2002,41.87605965,-87.68938138,"(41.87606, -87.689381)"
Hallucinogens,22,1174517,1831281,2007,41.69242537,-87.6366871,"(41.692425, -87.636687)"
Cannabis,5,1177281,1831016,2007,41.69163638,-87.62657565,"(41.691636, -87.626576)"
Cannabis,11,1153508,1899806,2005,41.88090872,-87.7117915,"(41.880909, -87.711792)"
Cannabis,25,1148157,1907791,2005,41.90292509,-87.7312344,"(41.902925, -87.731234)"
Cannabis,15,1141335,1901186,2010,41.88492883,-87.75645633,"(41.884929, -87.756456)"
Heroin,9,1174160,1879073,2003,41.82358034,-87.63657697,"(41.82358, -87.636577)"
Crack,2,1176902,1878332,2001,41.82148551,-87.62654001,"(41.821486, -87.62654)"
Cannabis,10,1152880,1894479,2004,41.86630331,-87.71423857,"(41.866303, -87.714239)"
Cannabis,15,1143222,1903538,2012,41.89134798,-87.74946811,"(41.891348, -87.749468)"
Crack,15,1143383,1896016,2004,41.87070369,-87.74906489,"(41.870704, -87.749065)"
Cannabis,11,1153785,1905130,2009,41.8955128,-87.71063251,"(41.895513, -87.710633)"
Crack,19,1167870,1931093,2013,41.96646442,-87.65815082,"(41.966464, -87.658151)"
Heroin,11,1146066,1895971,2003,41.87052966,-87.73921571,"(41.87053, -87.739216)"
Cannabis,25,1135814,1915320,2002,41.92381434,-87.77639366,"(41.923814, -87.776394)"
Hallucinogens,7,1170917,1856112,2012,41.76064434,-87.6491447,"(41.760644, -87.649145)"
Crack,19,1170210,1926551,2006,41.9539501,-87.64968031,"(41.95395, -87.64968)"
Cannabis,25,1140275,1907473,2013,41.90220061,-87.76019465,"(41.902201, -87.760195)"
Crack,7,1171796,1860257,2008,41.7719995,-87.6458017,"(41.771999, -87.645802)"
Cannabis,25,1142105,1909189,2005,41.90687576,-87.75343009,"(41.906876, -87.75343)"
Crack,4,1187182,1855250,2009,41.75790848,-87.58956072,"(41.757908, -87.589561)"
Heroin,7,1172571,1856206,2005,41.76086603,-87.64307997,"(41.760866, -87.64308)"
Cannabis,6,1169735,1850913,2010,41.74640331,-87.65362731,"(41.746403, -87.653627)"
Heroin,11,1149044,1900346,2010,41.88247808,-87.72816913,"(41.882478, -87.728169)"
Heroin,10,1149305,1892081,2013,41.85979291,-87.72742495,"(41.859793, -87.727425)"
Crack,25,1149436,1911563,2016,41.91325109,-87.72643832,"(41.913251, -87.726438)"
Cannabis,4,1196548,1852950,2009,41.75136977,-87.5553123,"(41.75137, -87.555312)"
Cannabis,10,1149952,1892744,2016,41.86159971,-87.72503274,"(41.8616, -87.725033)"
Cannabis,25,1141936,1910153,2013,41.90952422,-87.75402699,"(41.909524, -87.754027)"
Heroin,25,1136840,1910376,2008,41.91022908,-87.77274242,"(41.910229, -87.772742)"
Cannabis,5,1178795,1830942,2005,41.69139909,-87.62103499,"(41.691399, -87.621035)"
Cannabis,25,1149097,1910028,2013,41.90904548,-87.72772356,"(41.909045, -87.727724)"
Crack,10,1151628,1892182,2005,41.86002476,-87.71889516,"(41.860025, -87.718895)"
Cannabis,14,1159624,1918527,2012,41.93215689,-87.68881743,"(41.932157, -87.688817)"
Cannabis,24,1164516,1946316,2008,42.00830865,-87.6700494,"(42.008309, -87.670049)"
Cannabis,10,1150123,1894416,2006,41.86618454,-87.72436148,"(41.866185, -87.724361)"
Cannabis,9,1171236,1885625,2010,41.84162419,-87.64711201,"(41.841624, -87.647112)"
Cannabis,15,1142029,1899173,2016,41.87939208,-87.75395772,"(41.879392, -87.753958)"
Crack,11,1150887,1898415,2003,41.87714335,-87.7214521,"(41.877143, -87.721452)"
Crack,7,1167071,1863379,2011,41.78066901,-87.66303289,"(41.780669, -87.663033)"
Cannabis,7,1173992,1865031,2011,41.78505143,-87.63761029,"(41.785051, -87.63761)"
Cocaine,14,1159145,1909441,2004,41.9072341,-87.69082786,"(41.907234, -87.690828)"
Cannabis,11,1150441,1898273,2013,41.8767624,-87.72309341,"(41.876762, -87.723093)"
Crack,12,1157252,1900552,2002,41.88288059,-87.69802348,"(41.882881, -87.698023)"
Crack,6,1164804,1849454,2011,41.74250506,-87.67173679,"(41.742505, -87.671737)"
Cannabis,7,1167236,1856981,2008,41.76310854,-87.6626109,"(41.763109, -87.662611)"
Cannabis,2,1178086,1873899,2008,41.80929417,-87.62233108,"(41.809294, -87.622331)"
Cannabis,9,1166176,1871896,2005,41.80405979,-87.66607177,"(41.80406, -87.666072)"
Hallucinogens,25,1142014,1909493,2015,41.90771166,-87.75375683,"(41.907712, -87.753757)"
Cannabis,5,1178722,1826074,2010,41.67804224,-87.62144952,"(41.678042, -87.62145)"
Cannabis,6,1183980,1851187,2007,41.74683455,-87.60142222,"(41.746835, -87.601422)"
Heroin,7,1164118,1862520,2002,41.77837446,-87.67388331,"(41.778374, -87.673883)"
Cannabis,7,1172261,1867550,2015,41.7920021,-87.64388281,"(41.792002, -87.643883)"
Cannabis,10,1151904,1894136,2003,41.86538134,-87.7178306,"(41.865381, -87.717831)"
Crack,24,1163657,1951198,2012,42.02172317,-87.67307131,"(42.021723, -87.673071)"
Heroin,15,1140650,1901724,2005,41.88641778,-87.75895857,"(41.886418, -87.758959)"
Crack,25,1142313,1918147,2012,41.9314536,-87.75244311,"(41.931454, -87.752443)"
Heroin,15,1143297,1903539,2004,41.89134933,-87.74919264,"(41.891349, -87.749193)"
Crack,25,1151626,1913041,2003,41.91726405,-87.71835375,"(41.917264, -87.718354)"
Crack,15,1141884,1906136,2001,41.89850208,-87.75431762,"(41.898502, -87.754318)"
Crack,3,1186951,1861527,2003,41.7751386,-87.59020855,"(41.775139, -87.590209)"
Cannabis,1,1176462,1901748,2003,41.88575057,-87.62744798,"(41.885751, -87.627448)"
Crack,11,1159624,1898084,2003,41.87605965,-87.68938138,"(41.87606, -87.689381)"
Cannabis,2,1176924,1868188,2008,41.79364895,-87.62676524,"(41.793649, -87.626765)"
Cannabis,6,1177949,1842478,2010,41.72307462,-87.62378426,"(41.723075, -87.623784)"
Heroin,11,1156889,1899881,2010,41.88104666,-87.69937463,"(41.881047, -87.699375)"
Cannabis,24,1165388,1951152,2004,42.02156013,-87.66670254,"(42.02156, -87.666703)"
Crack,10,1152973,1891617,2006,41.85844782,-87.71397295,"(41.858448, -87.713973)"
Cannabis,11,1151710,1907749,2013,41.90274066,-87.71818457,"(41.902741, -87.718185)"
Crack,19,1168133,1931076,2006,41.96641208,-87.65718431,"(41.966412, -87.657184)"
Cannabis,7,1172916,1859627,2005,41.77024606,-87.64171471,"(41.770246, -87.641715)"
Heroin,11,1149364,1900767,2012,41.88362716,-87.72698315,"(41.883627, -87.726983)"
Crack,7,1167719,1864012,2015,41.78239215,-87.66063904,"(41.782392, -87.660639)"
Crack,11,1150294,1903276,2013,41.89049404,-87.72350261,"(41.890494, -87.723503)"
Hallucinogens,11,1144513,1904214,2013,41.8931788,-87.74470979,"(41.893179, -87.74471)"
Heroin,11,1150460,1894424,2015,41.86619993,-87.72312411,"(41.8662, -87.723124)"
Crack,22,1172744,1836971,2001,41.70807876,-87.64301135,"(41.708079, -87.643011)"
Heroin,11,1144812,1896930,2002,41.873185,-87.74379543,"(41.873185, -87.743795)"
Cannabis,14,1152909,1914218,2008,41.9204685,-87.71360871,"(41.920469, -87.713609)"
Crack,15,1141200,1902044,2013,41.88728578,-87.75693091,"(41.887286, -87.756931)"
Crack,5,1174455,1825762,2002,41.67728174,-87.63707739,"(41.677282, -87.637077)"
Crack,8,1160040,1862784,2008,41.77918375,-87.68882631,"(41.779184, -87.688826)"
Heroin,15,1143595,1898219,2004,41.87674503,-87.74823142,"(41.876745, -87.748231)"
Cannabis,6,1182970,1851301,2007,41.7471709,-87.60511954,"(41.747171, -87.60512)"
Heroin,2,1176971,1875717,2001,41.81430817,-87.62636581,"(41.814308, -87.626366)"
Cannabis,19,1172051,1929652,2004,41.96241884,-87.64282078,"(41.962419, -87.642821)"
Cannabis,7,1168151,1860283,2006,41.77215003,-87.65916239,"(41.77215, -87.659162)"
Cannabis,25,1136601,1911845,2008,41.91426447,-87.77358521,"(41.914264, -87.773585)"
Cocaine,9,1160416,1875765,2013,41.81479757,-87.68709007,"(41.814798, -87.68709)"
Cannabis,15,1142731,1904178,2007,41.89311337,-87.7512554,"(41.893113, -87.751255)"
Crack,11,1150254,1904749,2010,41.89453688,-87.72361107,"(41.894537, -87.723611)"
Cannabis,22,1171502,1836740,2001,41.7074721,-87.64756636,"(41.707472, -87.647566)"
Heroin,18,1171402,1909901,2005,41.90823561,-87.64578924,"(41.908236, -87.645789)"
Crack,1,1176683,1888842,2007,41.85033071,-87.62702637,"(41.850331, -87.627026)"
Cannabis,15,1139883,1905801,2012,41.89761962,-87.76167547,"(41.89762, -87.761675)"
Heroin,15,1143663,1895844,2007,41.87022646,-87.74804121,"(41.870226, -87.748041)"
Heroin,7,1171887,1856931,2009,41.76287055,-87.64556561,"(41.762871, -87.645566)"
Cannabis,17,1152947,1928457,2002,41.95954065,-87.71309056,"(41.959541, -87.713091)"
Cannabis,3,1187334,1859537,2012,41.76966878,-87.58886769,"(41.769669, -87.588868)"
Cannabis,5,1168795,1826327,2006,41.67895584,-87.65777851,"(41.678956, -87.657779)"
Crack,7,1168820,1860041,2010,41.77147153,-87.65671702,"(41.771472, -87.656717)"
Cannabis,6,1168040,1852322,2002,41.75030637,-87.65979778,"(41.750306, -87.659798)"
Cannabis,9,1166461,1873638,2008,41.80883396,-87.66497685,"(41.808834, -87.664977)"
Crack,15,1144204,1900069,2004,41.88181024,-87.74594885,"(41.88181, -87.745949)"
Cannabis,9,1171904,1868467,2015,41.7945263,-87.64516494,"(41.794526, -87.645165)"
Cannabis,3,1182291,1863899,2009,41.78175682,-87.60721788,"(41.781757, -87.607218)"
