Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude
Cannabis,7,1168825,1857687,2009,41.76501175,-87.65676656
Cannabis,16,1142849,1921819,2002,41.94151994,-87.75038162
Crack,4,1197404,1852131,2001,41.74910109,-87.5522028
Cannabis,10,1153920,1893361,2015,41.86321475,-87.71045039
Cannabis,11,1159921,1899604,2004,41.88022455,-87.68824895
Cannabis,25,1152002,1913757,2001,41.91922141,-87.7169534
Cannabis,4,1196633,1848996,2004,41.74051759,-87.55513187
Cannabis,11,1153248,1904640,2006,41.89417887,-87.71261781
Cocaine,8,1154645,1865289,2005,41.7861671,-87.70853836
Cannabis,24,1157445,1939758,2010,41.99046063,-87.6962449
Cannabis,15,1141684,1900729,2003,41.88366832,-87.75518603
Cannabis,6,1183617,1844658,2003,41.72892672,-87.60295536
Cannabis,4,1195686,1855945,2012,41.75960962,-87.55837219
Crack,11,1152000,1897724,2005,41.87522532,-87.71738367
Cannabis,5,1171391,1828385,2003,41.68454708,-87.64821621
Crack,9,1164924,1869245,2008,41.79681171,-87.67073846
Heroin,25,1144019,1915489,2001,41.9241279,-87.74624067
Crack,4,1194535,1835259,2001,41.70287378,-87.56326877
Crack,10,1152040,1889399,2005,41.85237978,-87.71745608
Cannabis,6,1177483,1852629,2002,41.75094076,-87.62518522
Cannabis,11,1154228,1895173,2011,41.86818094,-87.70927139
Cannabis,19,1169078,1921667,2001,41.94057291,-87.65398396
Heroin,15,1142825,1901475,2004,41.88569427,-87.75097754
Heroin,11,1160442,1898882,2013,41.87823255,-87.68635588
Crack,15,1140789,1904819,2009,41.89490828,-87.75837196
Cannabis,22,1169305,1831819,2009,41.69401582,-87.65575359
Cannabis,12,1169845,1890331,2006,41.85456825,-87.6520795
Heroin,15,1143320,1902878,2003,41.88953503,-87.7491247
Cannabis,2,1179598,1875748,2005,41.81433352,-87.61672884
Crack,5,1173227,1823115,2006,41.67004508,-87.64165001
Cannabis,8,1146113,1862823,2013,41.77956587,-87.73988377
Heroin,11,1148172,1901542,2005,41.88577687,-87.73134035
Heroin,10,1149652,1891532,2008,41.85827966,-87.72616545
Crack,11,1151941,1903922,2005,41.89223445,-87.71743697
Heroin,1,1176667,1889408,2005,41.85188422,-87.62706801
Cannabis,5,1176693,1827853,2005,41.68296985,-87.62882308
Heroin,2,1180639,1877275,2011,41.81849985,-87.61286342
Cannabis,16,1132232,1938413,2005,41.98724706,-87.78901661
Cannabis,5,1179013,1830727,2006,41.69080415,-87.62024339
Heroin,11,1150750,1894431,2011,41.86621348,-87.7220593
Cannabis,22,1168592,1836107,2016,41.70579814,-87.65824101
Cannabis,8,1154582,1862632,2012,41.77887716,-87.70884011
Cannabis,7,1177340,1859132,2011,41.76878896,-87.62551316
Cannabis,10,1151056,1894439,2009,41.86622945,-87.72093573
Cannabis,18,1173355,1906145,2003,41.89788576,-87.63872669
Cannabis,9,1165092,1875248,2011,41.81328109,-87.66995248
Cannabis,10,1151046,1890200,2006,41.85459733,-87.72108342
Cannabis,15,1141672,1901087,2002,41.88465094,-87.75522124
Heroin,15,1144234,1902896,2002,41.8895673,-87.74576761
Heroin,15,1139758,1897140,2002,41.87385503,-87.76234625
Cannabis,12,1160276,1904733,2007,41.89429164,-87.68680354
Heroin,11,1153142,1897040,2003,41.87332579,-87.71320882
Cannabis,14,1157943,1909198,2013,41.90659191,-87.69524998
Crack,7,1172107,1861014,2005,41.77406997,-87.64463945
Crack,14,1159334,1911179,2001,41.91199942,-87.6900857
Crack,11,1149571,1898382,2010,41.87707843,-87.72628497
Cannabis,15,1142913,1898534,2011,41.87762216,-87.7507277
Crack,7,1167400,1863456,2005,41.78087326,-87.66182451
Heroin,11,1160239,1895637,2008,41.86933217,-87.68719095
Cannabis,22,1153900,1833704,2007,41.69950732,-87.71210595
Cannabis,9,1171892,1868942,2005,41.79583002,-87.645195
Heroin,15,1142857,1905614,2010,41.89705158,-87.75075683
Heroin,25,1147115,1908300,2005,41.90434184,-87.73504886
Crack,7,1167996,1867418,2001,41.79173268,-87.65952562
Crack,4,1194144,1838972,2002,41.71307221,-87.56457912
Cannabis,7,1164373,1865287,2012,41.78596209,-87.67287055
Cannabis,16,1141792,1921221,2004,41.93989863,-87.75428142
Cannabis,25,1143102,1910849,2002,41.91141243,-87.74972616
Cannabis,25,1147256,1908963,2010,41.90615848,-87.73451392
Cannabis,14,1154389,1918441,2003,41.93202727,-87.70805773
Crack,11,1150362,1894752,2004,41.86710191,-87.72347532
Crack,3,1179764,1863319,2004,41.78022343,-87.61650012
Cannabis,14,1153770,1911099,2007,41.91189258,-87.71052843
Cannabis,7,1167319,1866621,2015,41.78956015,-87.66203088
Cannabis,11,1151145,1905078,2012,41.89542227,-87.72033003
Heroin,11,1150776,1905070,2010,41.89540754,-87.7216855
Cannabis,7,1176209,1857070,2013,41.76315606,-87.62972066
Cannabis,18,1169588,1910119,2010,41.90887352,-87.65244656
Cannabis,5,1168330,1828471,2009,41.68484934,-87.65941922
Heroin,11,1151710,1907749,2015,41.90274066,-87.71818457
Cannabis,15,1138863,1905206,2002,41.89600546,-87.76543633
Crack,11,1150081,1907719,2014,41.90269024,-87.724169
Cannabis,11,1155154,1896394,2015,41.87151297,-87.70583908
Crack,11,1145017,1900814,2003,41.8838393,-87.74294468
Crack,25,1136173,1920196,2010,41.93718822,-87.77495785
Heroin,11,1150508,1907343,2003,41.90165012,-87.72261038
Cocaine,14,1152066,1912735,2007,41.91641569,-87.71674525
Heroin,11,1144545,1904215,2002,41.89318094,-87.74459224
Crack,2,1176358,1878122,2002,41.82092151,-87.62854199
Hallucinogens,3,1177868,1855294,2009,41.75824512,-87.62369385
Cannabis,4,1194169,1835203,2009,41.70272908,-87.56461078
Cannabis,6,1167145,1848707,2002,41.74040548,-87.66318064
Crack,15,1142553,1904215,2001,41.89321822,-87.75190821
Cannabis,9,1171612,1869012,2005,41.79602825,-87.64621972
Cannabis,10,1151170,1894442,2013,41.86623545,-87.72051715
Crack,5,1178027,1838473,2009,41.71208261,-87.62361949
Cannabis,11,1146330,1897308,2006,41.87419354,-87.73821244
Heroin,10,1149939,1891781,2001,41.85895737,-87.7251055
Crack,15,1142460,1899505,2001,41.88029513,-87.75236688
Crack,11,1153458,1896817,2003,41.87270758,-87.71205454
Cannabis,7,1170745,1863803,2001,41.78175313,-87.64955098
Cannabis,3,1180321,1863823,2005,41.78159369,-87.61444264
Cannabis,2,1183148,1872494,2008,41.80532232,-87.60380853
Crack,12,1167680,1893521,2004,41.86336874,-87.65993409
Heroin,15,1141856,1905682,2011,41.89725677,-87.75443172
Cocaine,25,1138577,1917476,2012,41.92968095,-87.76618877
Heroin,11,1153755,1905130,2013,41.89551339,-87.71074269
Cannabis,25,1138603,1915431,2001,41.92406877,-87.76614294
Cannabis,4,1195392,1847638,2009,41.73682183,-87.55972339
Cannabis,10,1150264,1890343,2012,41.855005,-87.72394998
Cannabis,15,1141380,1899918,2008,41.88144845,-87.75632238
Cocaine,10,1156711,1888894,2012,41.85090079,-87.70032572
Heroin,11,1151522,1906731,2002,41.89995087,-87.71890191
Crack,7,1175044,1862506,2014,41.77809913,-87.63382853
Crack,3,1177575,1855355,2005,41.75841914,-87.62476582
Cannabis,3,1193149,1856687,2004,41.76170807,-87.56764586
Cannabis,5,1178414,1825317,2007,41.67597189,-87.62259975
Cannabis,12,1165751,1898237,2012,41.87635115,-87.66688087
Cannabis,9,1165847,1871864,2013,41.80397898,-87.6672793
Cannabis,4,1197210,1852913,2004,41.75125179,-87.55288768
Hallucinogens,16,1139328,1926063,2016,41.95323087,-87.76321915
Cannabis,8,1160001,1867170,2010,41.79122034,-87.68884876
Cannabis,11,1150440,1898296,2013,41.87682553,-87.72309648
Heroin,11,1153796,1904464,2013,41.89368501,-87.71060986
Heroin,11,1147512,1898001,2005,41.87607264,-87.73385486
Crack,4,1184644,1843522,2005,41.72578543,-87.59922875
Cannabis,17,1153820,1932630,2016,41.97097423,-87.70976936
Cannabis,17,1149107,1921633,2001,41.94089046,-87.72738556
Crack,9,1167305,1873576,2010,41.80864577,-87.66188301
Cannabis,15,1141707,1900063,2010,41.88184031,-87.75511805
Cannabis,15,1141672,1901087,2006,41.88465094,-87.75522124
Cannabis,14,1153467,1908247,2010,41.90407247,-87.7117175
Cannabis,7,1170478,1868217,2009,41.79387148,-87.65040132
Cannabis,14,1158554,1909250,2001,41.90672211,-87.6930041
Cannabis,11,1146885,1899648,2007,41.88060419,-87.73611493
Cannabis,6,1166044,1852663,2013,41.75128477,-87.66710237
Cannabis,15,1140279,1901839,2006,41.88674016,-87.76031817
Cannabis,10,1149357,1890612,2005,41.85576078,-87.72727214
Cannabis,25,1146702,1914058,2011,41.92015027,-87.73641873
Heroin,15,1142860,1904813,2001,41.89485348,-87.75076579
Cannabis,6,1169917,1852410,2016,41.75050733,-87.65291705
Cannabis,6,1168950,1851057,2007,41.74681544,-87.65649959
Heroin,11,1144453,1897831,2003,41.87566422,-87.74509084
Crack,6,1183119,1844586,2001,41.72874073,-87.60478187
Cannabis,24,1164635,1950667,2006,42.02024534,-87.66948742
Cannabis,8,1153047,1853157,2015,41.75290669,-87.71471743
Crack,24,1167780,1939826,2002,41.99042996,-87.65822866
Crack,14,1159848,1908228,2003,41.90389105,-87.68827894
Crack,10,1148576,1894154,2004,41.86549556,-87.73004746
Cannabis,14,1152549,1911336,2005,41.91256717,-87.71500778
Cannabis,12,1154929,1903987,2010,41.89235343,-87.70646152
Cannabis,2,1179619,1875043,2014,41.81239846,-87.61667338
Cannabis,16,1143809,1920927,2003,41.93905424,-87.74687562
Cannabis,24,1163837,1947011,2007,42.01023016,-87.67252786
Heroin,15,1144003,1901147,2016,41.88477218,-87.74665987
Cannabis,5,1176901,1831918,2009,41.69412015,-87.62793982
Heroin,10,1150738,1888772,2012,41.85068474,-87.72225122
Crack,11,1150644,1902750,2005,41.88904381,-87.72223099
Heroin,11,1156095,1899864,2005,41.88101607,-87.70229062
Heroin,11,1150815,1894433,2010,41.8662177,-87.72182063
Hallucinogens,10,1153986,1891004,2014,41.85674556,-87.7102709
Cannabis,20,1164777,1932540,2009,41.97050136,-87.66948201
Cannabis,6,1183608,1852609,2011,41.75074535,-87.60274106
Cannabis,8,1161515,1860636,2015,41.77325888,-87.68347829
Cannabis,15,1141741,1904839,2012,41.89494561,-87.75487498
Heroin,15,1138690,1901450,2007,41.88570166,-87.76616292
Heroin,11,1149482,1899030,2014,41.87885835,-87.72659494
Crack,11,1153859,1905098,2001,41.89542351,-87.71036157
Crack,15,1141088,1906157,2008,41.89857441,-87.7572408
Cannabis,12,1163293,1903099,2012,41.8897449,-87.67576902
Crack,15,1143515,1906015,2003,41.89813968,-87.74833002
Crack,15,1141870,1905088,2014,41.8956265,-87.75439502
Cannabis,25,1137590,1909391,2006,41.90751264,-87.77001094
Cannabis,8,1142794,1861504,2002,41.77600852,-87.75208453
Crack,12,1160769,1899481,2003,41.87986949,-87.6851386
Cannabis,5,1174405,1827406,2005,41.68179425,-87.63721179
Heroin,11,1156037,1899862,2006,41.88101175,-87.70250365
Cannabis,2,1188046,1870446,2004,41.79958698,-87.58591025
Cannabis,3,1186284,1862838,2003,41.77875189,-87.59261225
Heroin,11,1144876,1897607,2014,41.87504157,-87.74354338
Cannabis,7,1165068,1860246,2006,41.77211426,-87.67046481
Cannabis,11,1144454,1897789,2007,41.87554895,-87.74508823
Cannabis,7,1171655,1865444,2006,41.78623632,-87.64616662
Crack,7,1168952,1867369,2010,41.7915776,-87.65602156
Crack,11,1157802,1895958,2001,41.87026301,-87.69612909
Cannabis,20,1155345,1937326,2006,41.98382971,-87.70403491
Cannabis,7,1176179,1858262,2010,41.76642772,-87.62979488
Crack,11,1145373,1898719,2003,41.87808365,-87.74169043
Cocaine,25,1131262,1918213,2006,41.93183299,-87.79305281
Heroin,2,1179191,1868453,2001,41.7943247,-87.61844431
Heroin,15,1139940,1905802,2006,41.89762132,-87.76146609
Heroin,4,1188234,1855158,2006,41.757631,-87.58570825
Cannabis,6,1172328,1852866,2008,41.75170599,-87.64406865
Crack,18,1173602,1906530,2002,41.89893673,-87.63780803
Crack,5,1173468,1825785,2004,41.67736669,-87.64068943
Crack,15,1139871,1907132,2006,41.90127227,-87.76168697
Heroin,4,1190578,1852812,2011,41.75113715,-87.5771935
Cannabis,11,1148137,1900637,2012,41.88329412,-87.73149219
Cannabis,14,1154119,1908658,2008,41.9051873,-87.70931155
Cannabis,11,1148757,1894380,2014,41.86611224,-87.72937716
Cannabis,8,1160909,1858489,2003,41.76737975,-87.68575901
Cannabis,11,1151833,1907368,2005,41.90169274,-87.71774281
Hallucinogens,8,1156430,1865433,2001,41.78652648,-87.70198973
Crack,15,1141499,1900251,2010,41.88236005,-87.75587719
Heroin,15,1144125,1906760,2001,41.90017261,-87.74607078
Crack,4,1196236,1844447,2005,41.72804459,-87.55673679
Heroin,4,1197280,1847686,2004,41.73690676,-87.55280491
Cannabis,10,1148912,1894109,2006,41.86536559,-87.72881514
Cannabis,17,1154794,1921910,2005,41.94153835,-87.70647619
Heroin,7,1177551,1856448,2004,41.761419,-87.62482078
Crack,11,1159628,1898123,2001,41.87616659,-87.68936562
Crack,4,1199205,1846974,2004,41.73490486,-87.54577634
Crack,5,1178095,1835803,2009,41.70475422,-87.62345106
Heroin,3,1183143,1862099,2006,41.77679767,-87.60415023
Crack,6,1172345,1852245,2010,41.75000151,-87.64402458
Crack,11,1149664,1896474,2002,41.87184086,-87.72599307
Cannabis,7,1165796,1861248,2009,41.77484845,-87.66776775
Cannabis,15,1143272,1902877,2011,41.88953319,-87.749301
Heroin,8,1160464,1862487,2011,41.77836001,-87.68728005
Cannabis,8,1160055,1865245,2011,41.78593677,-87.68870367
Cannabis,12,1167562,1894512,2004,41.86609067,-87.66033874
Heroin,15,1141919,1902828,2001,41.88942389,-87.75427107
Crack,5,1174125,1825802,2008,41.67739882,-87.63828411
Cannabis,7,1166413,1862667,2003,41.77872924,-87.66546551
Cannabis,20,1168616,1937661,2015,41.98447103,-87.65521674
Crack,9,1175580,1879076,2003,41.82355685,-87.63136746
Cannabis,8,1162215,1860620,2002,41.77320043,-87.68091269
Crack,12,1163486,1900744,2001,41.88327853,-87.67512658
Cannabis,11,1152247,1904796,2012,41.89462676,-87.71629007
Heroin,11,1147578,1897671,2003,41.87516582,-87.73362099
Cannabis,7,1174130,1859520,2009,41.76992556,-87.63726788
Cannabis,9,1166230,1869994,2004,41.79883933,-87.66592789
Crack,9,1173703,1875337,2012,41.81333856,-87.63836439
Cannabis,15,1138635,1898841,2013,41.87854322,-87.76642818
Cannabis,14,1157981,1908533,2003,41.90476632,-87.69512856
Cannabis,17,1152037,1931668,2002,41.96836987,-87.71635113
Cannabis,4,1202268,1840753,2013,41.71775652,-87.53476653
Heroin,2,1176480,1874194,2003,41.81013999,-87.62821268
Crack,11,1157423,1899227,2008,41.87924118,-87.69743161
Crack,4,1195878,1819357,2007,41.65920389,-87.55887455
Cannabis,6,1172723,1850719,2003,41.74580565,-87.64268431
Cannabis,19,1169564,1921440,2009,41.93993943,-87.65220438
Cannabis,15,1141179,1901435,2013,41.88561499,-87.75702305
Cannabis,11,1153595,1904156,2014,41.89284383,-87.71135627
Heroin,11,1148098,1901962,2003,41.88693082,-87.73160128
Cannabis,5,1181035,1816544,2015,41.65183772,-87.61327464
Cannabis,22,1172505,1846890,2013,41.73530317,-87.64359556
Cannabis,25,1142105,1909195,2014,41.90689223,-87.75342994
Crack,3,1186697,1860767,2006,41.77305911,-87.59116371
Cocaine,24,1168457,1939711,2008,41.99009972,-87.65574187
Heroin,2,1180684,1881421,2007,41.82987575,-87.61257075
Cannabis,22,1168858,1846729,2014,41.73494079,-87.65696134
Cannabis,8,1150224,1867157,2010,41.7913802,-87.72469966
Heroin,11,1150859,1896754,2004,41.87258593,-87.72159838
Cannabis,7,1174895,1856282,2013,41.76102309,-87.63456015
Cannabis,8,1154157,1862536,2009,41.77862218,-87.71040076
Crack,4,1199612,1845748,2002,41.73153039,-87.54432648
Cannabis,11,1151526,1906609,2013,41.89961601,-87.71889043
Cannabis,9,1171413,1886657,2003,41.84445221,-87.64643219
Heroin,16,1126853,1920750,2014,41.93886993,-87.80919856
Cannabis,6,1184005,1849904,2007,41.74331328,-87.6013706
Cannabis,19,1163815,1917124,2009,41.92821949,-87.67345577
Cannabis,15,1144430,1898428,2004,41.87730289,-87.74516027
Cannabis,11,1153552,1899323,2004,41.87958244,-87.71164278
Crack,11,1158211,1898581,2005,41.87745244,-87.69455585
Crack,19,1170227,1931871,2006,41.96854798,-87.64946174
Crack,7,1174912,1855659,2005,41.75931313,-87.63451639
Crack,6,1176611,1842328,2002,41.72269316,-87.6286897
Heroin,4,1189899,1853261,2012,41.75238559,-87.57966724
Hallucinogens,7,1169371,1864103,2004,41.78260624,-87.65457971
Crack,15,1142677,1904217,2001,41.8932214,-87.75145275
Cannabis,7,1164114,1862646,2007,41.7787203,-87.67389443
Cannabis,11,1154228,1895173,2015,41.86818094,-87.70927139
Cannabis,10,1151170,1894442,2011,41.86623545,-87.72051715
Cannabis,4,1195667,1854152,2014,41.75468997,-87.558501
Heroin,10,1150039,1889632,2014,41.85305831,-87.72479434
Heroin,11,,,2014,,
Crack,6,1166952,1851002,2002,41.74670741,-87.66382235
Cannabis,25,1136483,1910856,2010,41.91155265,-87.77404243
Crack,8,1156181,1860901,2010,41.77409502,-87.7030245
Crack,6,1167822,1848205,2003,41.73901342,-87.66071455
Cannabis,11,1150609,1903999,2005,41.89247188,-87.72232687
Crack,7,1170330,1865381,2002,41.7860924,-87.65102656
Heroin,11,1147024,1900783,2011,41.88371611,-87.7355755
Cannabis,24,1164204,1948720,2003,42.0149119,-87.6711289
Cannabis,11,1151915,1899766,2004,41.88083046,-87.71764197
Crack,5,1177389,1837691,2008,41.7099511,-87.62597954
Crack,11,1149528,1906734,2009,41.89999805,-87.72622589
Cannabis,2,1177682,1876532,2007,41.81652852,-87.62373312
Hallucinogens,11,,,2014,,
Cannabis,10,1152973,1891611,2006,41.85843135,-87.71397311
Cannabis,1,1174913,1900809,2003,41.88320873,-87.63316429
Heroin,11,1150271,1898399,2003,41.87711147,-87.72371431
Cannabis,6,1183359,1852811,2009,41.75130545,-87.60364723
Cannabis,15,1141583,1899525,2014,41.88036626,-87.75558668
Heroin,5,1185335,1818397,2003,41.65682299,-87.59748381
Cannabis,3,1179567,1863737,2004,41.78137496,-87.61720958
Crack,7,1168181,1867622,2006,41.79228849,-87.65884139
Cannabis,4,1194550,1853469,2005,41.7528433,-87.56261682
Heroin,11,1153177,1905645,2001,41.89693809,-87.71285188
Cannabis,11,1151974,1897714,2006,41.87519839,-87.71747939
Cannabis,5,,,2002,,
Crack,3,1181674,1862465,2009,41.77783606,-87.60952418
Cannabis,4,1194951,1850276,2007,41.74407158,-87.56125234
Cannabis,24,1164500,1946803,2006,42.00964533,-87.67009438
Cannabis,5,1178155,1833757,2013,41.69913835,-87.62329312
Cannabis,9,1170550,1869556,2003,41.79754427,-87.65009828
Cannabis,4,1194833,1855572,2010,41.75860713,-87.56151062
Heroin,1,1172075,1895787,2009,41.86949108,-87.64373367
Heroin,15,1144332,1901258,2013,41.8850706,-87.74544892
Heroin,11,1151191,1906684,2014,41.89982839,-87.72011892
Cannabis,24,1160809,1947710,2009,42.01221183,-87.68364943
Cocaine,4,1198293,1848291,2002,41.73854166,-87.54907348
Heroin,12,1166093,1894176,2001,41.86520013,-87.66574112
Crack,11,1146143,1895856,2003,41.87021263,-87.73893594
Cannabis,19,1169040,1921627,2010,41.94046398,-87.65412478
Hallucinogens,10,1149515,1887740,2010,41.84787659,-87.72676666
Cannabis,15,1143453,1902561,2013,41.88866266,-87.74864419
Crack,5,1178189,1832614,2002,41.69600103,-87.62320314
Cocaine,3,1183192,1855796,2007,41.75950049,-87.60416649
Cannabis,4,1190953,1850848,2003,41.74573871,-87.57588269
Heroin,15,1142842,1904656,2001,41.89442299,-87.75083581
Heroin,11,1152895,1905333,2002,41.89608753,-87.7138959
Cannabis,11,1154228,1895173,2010,41.86818094,-87.70927139
Crack,11,,,2008,,
Cannabis,18,1172473,1906306,2012,41.89834711,-87.6419614
Cannabis,4,1191937,1855662,2003,41.7589249,-87.57212112
Cannabis,14,1152083,1909890,2011,41.90860842,-87.71675794
Crack,12,1157057,1899991,2006,41.88134511,-87.69875476
Heroin,10,1152672,1890522,2015,41.85544896,-87.71510676
Heroin,11,1153911,1904708,2013,41.89435228,-87.71018099
Cannabis,19,1173733,1916265,2005,41.92564712,-87.6370366
Crack,2,1179842,1881887,2012,41.83117383,-87.61564573
Crack,2,1176862,1881332,2002,41.82971866,-87.62659622
Crack,18,1173355,1906145,2002,41.89788576,-87.63872669
Heroin,15,1141442,1899159,2009,41.87936452,-87.75611346
Cannabis,11,1151071,1899657,2013,41.88054793,-87.72074395
Crack,22,1171176,1841811,2002,41.72139479,-87.64861249
Cannabis,10,1162346,1889379,2008,41.85211583,-87.67963052
Heroin,11,1156866,1894898,2009,41.86737328,-87.69959418
Crack,16,1143506,1920837,2003,41.93881296,-87.7479915
Heroin,15,1144177,1899224,2009,41.87949197,-87.74606923
Crack,11,1153523,1899806,2005,41.88090842,-87.71173642
Barbituates,9,1159404,1873403,2016,41.80833677,-87.69086702
Hallucinogens,10,1152953,1892313,2013,41.86035812,-87.71402794
Cannabis,24,1161728,1944886,2016,42.00444351,-87.68034725
Cannabis,4,1196965,1848978,2006,41.74045995,-87.55391608
Heroin,5,1178624,1838357,2002,41.71175076,-87.62143663
Cannabis,14,1165840,1909089,2012,41.90612794,-87.66624431
Cannabis,11,1154260,1898879,2005,41.87834996,-87.70905496
Cannabis,24,1164979,1945713,2006,42.00664415,-87.66836315
Cannabis,5,1176346,1828509,2011,41.6847778,-87.63007371
Heroin,11,1149536,1899031,2014,41.87886004,-87.72639663
Crack,11,1152825,1897797,2011,41.87540935,-87.71435264
Heroin,10,1151904,1894136,2013,41.86538134,-87.7178306
Cannabis,3,1194490,1857603,2003,41.76418878,-87.56270098
Cannabis,12,1166700,1905160,2001,41.89532811,-87.66319797
Heroin,12,1155038,1901687,2001,41.88603983,-87.70612295
Heroin,19,1167103,1930181,2010,41.96397841,-87.66099725
Heroin,11,1156864,1899215,2007,41.8792196,-87.69948449
Cannabis,11,1151257,1904578,2007,41.89404802,-87.71993181
Cocaine,2,1180560,1876946,2002,41.81759886,-87.61316333
Cannabis,6,1169334,1852395,2010,41.7504788,-87.65505386
Cannabis,11,1152511,1896048,2015,41.87061612,-87.71555176
Heroin,15,1142842,1904653,2001,41.89441476,-87.75083589
Cannabis,12,1165374,1901800,2009,41.88613633,-87.66816368
Heroin,3,1180635,1864443,2006,41.78328782,-87.61327242
Cannabis,7,1177279,1859276,2012,41.76918549,-87.62573242
Cannabis,22,1175121,1838933,2002,41.71341015,-87.63424835
Crack,3,1179606,1863759,2001,41.78143444,-87.61706593
Heroin,11,1144729,1899144,2005,41.87926206,-87.74404436
Barbituates,9,1160414,1875832,2015,41.81498147,-87.68709556
Cannabis,9,1163955,1868373,2015,41.79443927,-87.67431641
Cannabis,9,1171554,1868698,2013,41.79516787,-87.64644161
Heroin,11,1146004,1897211,2003,41.87393355,-87.73941184
Heroin,11,1149804,1905051,2014,41.89537437,-87.72525594
Cannabis,3,1178771,1859801,2002,41.77059233,-87.62024753
Crack,3,1183321,1861406,2001,41.77489187,-87.60351925
Cocaine,8,1155307,1868308,2005,41.79443845,-87.70603035
Heroin,11,1147384,1898981,2009,41.87876433,-87.73429972
Cocaine,9,1157479,1873843,2009,41.80958346,-87.69791558
Cannabis,22,1167783,1831117,2008,41.69212213,-87.66134608
Crack,19,1163010,1924826,2011,41.94937117,-87.6761969
Crack,12,1168138,1893535,2006,41.86339729,-87.65825241
Cocaine,9,1158726,1876833,2015,41.81776301,-87.69326008
Cannabis,15,1143351,1900730,2012,41.88364009,-87.74906456
Cannabis,11,1153601,1903958,2014,41.89230038,-87.7113395
Crack,5,1183284,1818423,2001,41.65694214,-87.60498784
Crack,6,1182255,1853149,2010,41.75225858,-87.60768236
Heroin,15,1143522,1905725,2009,41.89734376,-87.74831157
Heroin,14,1154768,1909215,2003,41.90670277,-87.70691261
Crack,11,1150443,1898202,2004,41.87656753,-87.72308792
Cannabis,12,1166026,1890731,2006,41.85574817,-87.66608537
Heroin,7,1172407,1861492,2001,41.77537506,-87.64352566
Cannabis,8,1160294,1865452,2010,41.78649989,-87.68782168
Cannabis,9,1165936,1868618,2007,41.79506968,-87.66704517
Cocaine,1,1176350,1900971,2005,41.88362097,-87.62788271
Cannabis,14,1154852,1919953,2010,41.93616704,-87.70631563
Cannabis,2,1177086,1868422,2010,41.79428741,-87.62616415
Cannabis,10,1151579,1894452,2012,41.86625487,-87.7190154
Crack,11,1150882,1905965,2003,41.89786144,-87.72127273
Heroin,11,1150837,1907397,2002,41.90179187,-87.7214005
Hallucinogens,11,1144667,1900557,2013,41.88314066,-87.7442364
Crack,10,1152129,1886252,2013,41.84374227,-87.71721229
Crack,10,1152291,1892251,2014,41.86020106,-87.71645963
Cannabis,5,1176427,1825854,2004,41.67749025,-87.62985655
Cocaine,17,1154275,1928596,2004,41.95989559,-87.7082045
Heroin,15,1142743,1903853,2003,41.89222131,-87.75121942
Crack,11,1149441,1899029,2006,41.8788564,-87.72674551
Heroin,15,1144423,1898602,2004,41.8777805,-87.74518159
Crack,25,1137607,1910051,2011,41.90932345,-87.76993256
Crack,5,1178826,1833164,2008,41.69749587,-87.6208542
Cannabis,24,1163047,1949438,2005,42.01690659,-87.67536591
Cannabis,3,1191363,1859596,2001,41.76973403,-87.5740975
Cannabis,6,1171468,1848302,2014,41.73920063,-87.64735347
Cannabis,14,1163625,1910678,2004,41.91053525,-87.67433597
Cannabis,7,1168174,1859488,2009,41.76996795,-87.65910092
Cannabis,12,1166364,1894479,2008,41.8660258,-87.66473762
Cannabis,8,1160795,1862517,2009,41.77843551,-87.68606575
Cannabis,12,1167289,1892529,2010,41.86065502,-87.66139791
Cannabis,9,1168845,1871322,2006,41.80242739,-87.65629975
Crack,20,1168376,1932523,2005,41.97037743,-87.65624879
Cannabis,6,1169735,1850906,2009,41.7463841,-87.65362752
Heroin,10,1149617,1892762,2010,41.86165561,-87.726262
Heroin,11,1149578,1898382,2012,41.8770783,-87.72625927
Cannabis,18,1177839,1905368,2001,41.89565284,-87.62228125
Cannabis,3,1187356,1860781,2002,41.7730819,-87.58874757
Heroin,25,1144015,1915043,2002,41.92290411,-87.74626658
Crack,8,1162306,1857241,2004,41.76392608,-87.68067309
Heroin,2,1176246,1881571,2001,41.83038838,-87.62884911
Heroin,14,1153783,1914667,2005,41.92168322,-87.71038547
Crack,5,1176621,1826688,2009,41.67977453,-87.6291215
Cannabis,11,1148390,1899802,2015,41.88099792,-87.73058468
Cannabis,7,1163971,1867918,2007,41.79319036,-87.67427053
Heroin,12,1162659,1898621,2010,41.8774702,-87.67822288
Heroin,1,1176682,1888876,2008,41.85042403,-87.62702902
Cocaine,8,1158151,1861901,2007,41.77679932,-87.69577562
Cannabis,2,1182435,1871893,2006,41.80368971,-87.60644214
Crack,11,1149539,1896138,2005,41.87092126,-87.72646072
Cannabis,3,1179528,1859336,2014,41.76929906,-87.61748687
Cannabis,8,1155678,1877506,2010,41.81967157,-87.70442308
Cannabis,2,1177089,1888280,2001,41.84877937,-87.6255533
Cannabis,5,1178063,1836928,2008,41.7078421,-87.62353429
Cannabis,14,1153105,1915745,2002,41.92465483,-87.71284797
Cannabis,3,1181641,1863783,2012,41.78145354,-87.60960449
Barbituates,6,1180951,1852449,2015,41.75036779,-87.6124824
Crack,20,1158150,1932388,2006,41.97022259,-87.69385413
