Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude
Heroin,18,1172122,1908040,2002,41.90311305,-87.64319935
Crack,5,1176002,1840443,2008,41.71753412,-87.63097672
Heroin,12,1160970,1898113,2002,41.87611141,-87.68443853
Cannabis,4,1189862,1854688,2008,41.7563023,-87.57975702
Cannabis,11,1147559,1899663,2011,41.88063246,-87.73363965
Cannabis,15,1136818,1907014,2007,41.90100374,-87.77290394
Cannabis,22,1170716,1830527,2004,41.69043979,-87.65062505
Cannabis,22,1168288,1843486,2011,41.72605379,-87.65914265
Heroin,3,1179994,1863637,2013,41.78109078,-87.61564718
Heroin,11,1153088,1905117,2015,41.89549097,-87.71319278
Cannabis,7,1169476,1866992,2004,41.79053172,-87.65411108
Heroin,15,1140917,1903658,2010,41.89172,-87.75793044
Cannabis,19,1164934,1926849,2010,41.95488168,-87.66906694
Heroin,3,1190533,1858250,2013,41.76606057,-87.57718324
Crack,7,1167317,1862293,2002,41.77768362,-87.66216208
Cannabis,7,1164921,1857351,2004,41.76417309,-87.67108538
Cannabis,4,1194218,1853568,2015,41.75312311,-87.56383019
Cannabis,22,1171337,1830079,2013,41.68919687,-87.64836458
Crack,9,1174725,1875245,2010,41.81306336,-87.6346184
Cannabis,19,1170303,1931522,2015,41.96758865,-87.64919254
Crack,11,1153426,1901461,2005,41.88545184,-87.71204861
Cannabis,11,1144820,1905339,2010,41.89626014,-87.74355388
Cannabis,15,1141689,1907504,2015,41.90225964,-87.75499998
Heroin,11,1148163,1899324,2013,41.8796906,-87.73143053
Cannabis,1,1178234,1884496,2009,41.83836983,-87.62146621
Heroin,15,1142285,1899542,2013,41.88039991,-87.75300855
Cannabis,4,1193110,1848374,2007,41.73889746,-87.56805979
Cannabis,25,1143042,1910513,2005,41.91049153,-87.74995498
Crack,15,1138476,1906935,2005,41.90075707,-87.76681579
Hallucinogens,11,1144654,1904258,2001,41.89329688,-87.74419083
Heroin,25,1150024,1909033,2006,41.90629709,-87.72434411
Cannabis,6,1183277,1852642,2009,41.75084361,-87.60395297
Cannabis,17,1152731,1930357,2014,41.96475866,-87.71383417
Cannabis,3,1177413,1861355,2012,41.77488746,-87.62517849
Crack,7,1166721,1864087,2002,41.78261933,-87.66429586
Heroin,25,1134584,1918177,2010,41.93167611,-87.78084559
Hallucinogens,4,1192022,1847546,2009,41.73665183,-87.57207277
Crack,15,1140917,1903658,2010,41.89172,-87.75793044
Cannabis,3,1179034,1858991,2009,41.76836362,-87.61930813
Cannabis,5,1174214,1823074,2009,41.66991078,-87.63803891
Cannabis,7,1174171,1859450,2001,41.76973256,-87.63711966
Crack,11,1150761,1899385,2014,41.8798076,-87.72188937
Crack,22,1172970,1830983,2004,41.6916418,-87.64235966
Cannabis,7,1166667,1866166,2011,41.78832552,-87.66443454
Heroin,11,1151865,1907569,2001,41.90224367,-87.71761997
Crack,3,1187233,1856882,2005,41.76238562,-87.58932209
Crack,11,1153861,1895308,2009,41.86855871,-87.71061513
Cocaine,9,1158280,1869152,2016,41.79669445,-87.69510539
Cannabis,9,1164695,1881497,2010,41.83043743,-87.67123206
Cannabis,17,1155805,1929091,2009,41.96122314,-87.70256609
Heroin,15,1144287,1895528,2005,41.86934762,-87.74575822
Crack,15,1136816,1907054,2003,41.90111354,-87.77291032
Crack,15,1141583,1903674,2003,41.89175163,-87.75548409
Cocaine,11,1156863,1895013,2012,41.86768891,-87.69960208
Cannabis,11,1153451,1899321,2003,41.87957896,-87.71201369
Heroin,11,1144423,1898602,2006,41.8777805,-87.74518159
Cannabis,6,1169547,1853727,2015,41.75412938,-87.65423481
Heroin,11,1145078,1898997,2015,41.87885209,-87.74276659
Cannabis,22,1169053,1836874,2007,41.70789298,-87.65653079
Crack,11,1156864,1894979,2010,41.86759559,-87.69959933
Crack,15,1139931,1900425,2008,41.88286633,-87.76163073
Cannabis,6,1183070,1847903,2010,41.73784409,-87.60485852
Crack,15,1143609,1898880,2010,41.87855864,-87.74816347
Cannabis,11,1154228,1895173,2011,41.86818094,-87.70927139
Cannabis,9,1158782,1870725,2008,41.80100073,-87.69322153
Cannabis,12,1168954,1903639,2006,41.89110577,-87.65496379
Crack,5,1183449,1818549,2009,41.65728407,-87.60438018
Crack,10,1154907,1893657,2003,41.8640073,-87.70681925
Cannabis,7,1166082,1863227,2007,41.780273,-87.66666307
Cannabis,24,1160156,1941163,2001,41.99426023,-87.68623419
Cannabis,11,1151155,1904408,2007,41.89358353,-87.72031089
Crack,15,1143354,1900647,2005,41.88341227,-87.74905562
Cannabis,3,1185102,1862461,2004,41.77774522,-87.59695733
Crack,15,1144170,1901499,2009,41.88573497,-87.74603776
Cannabis,11,1148055,1901116,2004,41.88461013,-87.73178097
Crack,7,1170404,1862683,2007,41.77868716,-87.65083376
Crack,19,1166207,1931604,2006,41.96790242,-87.6642507
Cocaine,10,1158042,1889095,2015,41.85142533,-87.69543518
Cannabis,19,1172031,1924865,2015,41.94928361,-87.64303608
Crack,11,1150411,1899208,2004,41.87932873,-87.72317915
Cannabis,11,1154228,1895173,2011,41.86818094,-87.70927139
Cannabis,25,1140332,1915028,2003,41.92293134,-87.75979971
Cannabis,16,1138157,1926035,2004,41.95317533,-87.76752458
Crack,11,1149554,1905881,2008,41.89765683,-87.72615257
Cannabis,25,1149205,1915653,2016,41.92447892,-87.72718077
Crack,9,1168744,1871621,2007,41.80325007,-87.65666153
Heroin,11,1147004,1901447,2013,41.88553858,-87.73563196
Cannabis,6,1177483,1852629,2008,41.75094076,-87.62518522
Cannabis,9,1175559,1880272,2002,41.82683925,-87.63140865
Crack,10,1150299,1892173,2014,41.86002606,-87.72377383
Crack,15,1143398,1904190,2009,41.89313386,-87.74880542
Cannabis,1,1176436,1898416,2013,41.87660796,-87.62764406
Heroin,11,1158319,1896592,2007,41.87199222,-87.69421368
Heroin,18,1172421,1908991,2001,41.90571604,-87.64207292
Cannabis,8,1159081,1864389,2015,41.78360777,-87.69229825
Cannabis,6,1183277,1852629,2008,41.75080794,-87.60395337
Cannabis,7,1169392,1863359,2015,41.78056416,-87.65452425
Heroin,11,1157822,1896479,2007,41.87169228,-87.69604146
Cannabis,2,1183070,1875715,2015,41.81416281,-87.60399435
Crack,15,1141476,1896816,2015,41.8729344,-87.75604648
Cannabis,4,1194222,1853373,2004,41.75258792,-87.56382193
Crack,2,1178540,1868408,2005,41.79421605,-87.62083285
Cannabis,22,1168858,1846722,2013,41.73492158,-87.65696154
Cannabis,7,1167661,1866095,2005,41.7881094,-87.66079195
Cannabis,18,1175901,1908369,2011,41.90393158,-87.62930855
Crack,11,1145141,1897125,2016,41.8737139,-87.74258257
Cannabis,15,1141672,1901087,2006,41.88465094,-87.75522124
Crack,7,1170912,1856254,2005,41.76103411,-87.64915888
Crack,25,1142135,1907930,2003,41.90342037,-87.75335115
Cannabis,9,1160405,1870774,2009,41.80110187,-87.68726805
Heroin,11,1149813,1897225,2007,41.8738988,-87.7254265
Cannabis,3,1193635,1855702,2006,41.75899327,-87.56589686
Cannabis,10,1152370,1889447,2002,41.85250499,-87.71624361
Crack,6,1169389,1851451,2002,41.74788715,-87.65487959
Cannabis,14,1154793,1910804,2008,41.91106263,-87.70677814
Heroin,6,1183997,1850631,2014,41.74530843,-87.60137726
Cannabis,15,1138889,1904439,2010,41.89390024,-87.76535949
Cocaine,8,1137341,1866460,2007,41.78970807,-87.77195658
Heroin,2,1176170,1875156,2003,41.81278678,-87.6293208
Cannabis,12,1157217,1899887,2003,41.88105647,-87.69817007
Heroin,6,1184603,1852495,2003,41.75040928,-87.59909851
Heroin,11,1156459,1897358,2015,41.87413201,-87.70102182
Cannabis,7,1167012,1865795,2006,41.78730007,-87.66318016
Crack,10,1151294,1892243,2006,41.8601987,-87.72011959
Cannabis,8,1150563,1870470,2008,41.80046498,-87.7233704
Cannabis,8,1149268,1862490,2012,41.77859173,-87.72832558
Cannabis,19,1167990,1930845,2014,41.9657813,-87.65771679
Crack,25,1150351,1909695,2014,41.90810731,-87.72312561
Crack,15,1138461,1900176,2002,41.88220979,-87.76703474
Cannabis,11,1157199,1894911,2012,41.8674022,-87.69837133
Cannabis,6,1172111,1848977,2003,41.74103883,-87.64497786
Cannabis,4,1194218,1853562,2006,41.75310665,-87.56383039
Crack,7,1169703,1860366,2010,41.77234426,-87.65347082
Cannabis,15,1140304,1901135,2010,41.88480784,-87.76024362
Cannabis,3,1182684,1861922,2007,41.77632263,-87.60583838
Cannabis,2,1176624,1889508,2001,41.85215959,-87.62722281
Crack,11,1148116,1898672,2004,41.87790234,-87.73161989
Crack,15,1142156,1907039,2009,41.90097497,-87.75329615
Cannabis,5,1178462,1834347,2002,41.70075045,-87.6221512
Crack,4,1192116,1844223,2007,41.72753093,-87.5718361
Crack,8,1160836,1861115,2007,41.77458738,-87.68595414
Cannabis,24,1161661,1948615,2005,42.01467738,-87.68048912
Cocaine,24,1160802,1950357,2002,42.01947541,-87.68360125
Crack,11,1148246,1898676,2006,41.87791082,-87.73114245
Cannabis,25,1136758,1908943,2009,41.90629823,-87.77307805
Cannabis,5,1183344,1818742,2008,41.65781613,-87.60475842
Cannabis,8,1160146,1861870,2010,41.77667343,-87.68846282
Crack,9,1174999,1876680,2014,41.81699502,-87.63357051
Heroin,15,1143984,1906209,2012,41.89866325,-87.74660253
Cannabis,2,1183702,1874375,2013,41.81047101,-87.60171799
Heroin,11,1144476,1897143,2007,41.87377583,-87.74502371
Cannabis,25,1151459,1910380,2002,41.90996531,-87.71903733
Cannabis,14,1161508,1908384,2008,41.90428471,-87.682177
Cannabis,15,,,2010,,
Cannabis,22,1171070,1838958,2006,41.71356805,-87.6490838
Cannabis,9,1164239,1869993,2007,41.79887877,-87.67322937
Crack,7,1174257,1867134,2005,41.7908164,-87.6365762
Cannabis,10,1164474,1889398,2001,41.85212325,-87.67181964
Cannabis,15,1143671,1901133,2003,41.88473998,-87.74787939
Cannabis,12,1162465,1890388,2007,41.85488214,-87.67916555
Crack,4,1194521,1854750,2005,41.75635917,-87.56268104
Heroin,11,1151170,1907355,2006,41.9016701,-87.72017844
Hallucinogens,5,1177141,1835088,2013,41.70281369,-87.62696594
Heroin,9,1175354,1875594,2006,41.81400699,-87.63230078
Heroin,2,1176318,1865602,2012,41.78656635,-87.62906506
Heroin,2,1176436,1875603,2003,41.8140074,-87.62833167
Cannabis,25,1129536,1915851,2013,41.92538104,-87.79944977
Cannabis,4,1198595,1850357,2003,41.74420336,-87.54789796
Crack,24,1163841,1948859,2005,42.01530102,-87.67246065
Crack,3,1179518,1864941,2005,41.78467998,-87.61735247
Cannabis,5,1172963,1823950,2014,41.67234227,-87.64259173
Cannabis,15,1140877,1899508,2009,41.88033262,-87.75817949
Crack,22,1168521,1846876,2005,41.73535144,-87.65819175
Crack,11,1152856,1905289,2001,41.89596756,-87.71404031
Heroin,10,,,2016,,
Heroin,3,1184197,1862713,2001,41.77845795,-87.60026716
Heroin,9,1175486,1873856,2001,41.80923481,-87.63186863
Cannabis,24,1164444,1942364,2006,41.99746581,-87.67042688
Cannabis,6,1177650,1852817,2015,41.75145288,-87.62456758
Heroin,11,1151709,1896448,2014,41.87172956,-87.71848567
Heroin,7,1174299,1867621,2012,41.79215184,-87.63640773
Cannabis,11,1152338,1901575,2015,41.88578621,-87.71604096
Cocaine,9,1166175,1871928,2004,41.80414762,-87.66607453
Cannabis,6,1177762,1841949,2006,41.7216272,-87.62448518
Cannabis,5,1178927,1827640,2012,41.68233493,-87.62065173
Heroin,12,1166406,1894142,2005,41.86510015,-87.66459307
Cannabis,3,1180145,1863331,2010,41.78024763,-87.61510296
Cannabis,17,1151961,1931667,2009,41.96836863,-87.71663061
Crack,20,1168228,1937707,2012,41.98460567,-87.65664241
Cannabis,14,1153221,1913743,2002,41.91915887,-87.71247499
Heroin,15,1144109,1898892,2010,41.8785822,-87.74632725
Crack,22,1166375,1826417,2007,41.67925455,-87.66663416
Crack,15,1139535,1904757,2001,41.89476112,-87.76297914
Cannabis,7,1163879,1859226,2010,41.7693403,-87.67485196
Heroin,15,1141383,1902646,2003,41.88893437,-87.756244
Cannabis,6,1171646,1853559,2008,41.75362264,-87.64654758
Crack,25,1141390,1909445,2001,41.90759149,-87.75605029
Cannabis,8,1162118,1860176,2008,41.77198405,-87.68128061
Cannabis,22,1170953,1830465,2001,41.69026449,-87.64975918
Crack,8,1144692,1873694,2008,41.80942445,-87.74482058
Crack,2,1177953,1873730,2004,41.80883344,-87.62282402
Heroin,15,1140342,1899707,2007,41.88088853,-87.76013911
Heroin,11,1157196,1895006,2006,41.86766295,-87.69837977
Cannabis,25,1148685,1910317,2011,41.9098465,-87.72922959
Cannabis,10,1151081,1894440,2010,41.8662317,-87.72084393
Crack,15,1143323,1904189,2008,41.89313252,-87.7490809
Crack,15,1141094,1897075,2014,41.87365217,-87.75744263
Crack,25,1141151,1907822,2014,41.9031422,-87.75696832
Cannabis,2,1177289,1865734,2009,41.78690669,-87.62550091
Cannabis,9,1158893,1881326,2001,41.83008893,-87.69252454
Heroin,7,1172577,1868137,2004,41.79360594,-87.6427068
Crack,18,1176517,1895340,2005,41.86816541,-87.62743954
Cannabis,15,1142891,1899556,2011,41.88042707,-87.75078301
Heroin,11,1150553,1894877,2004,41.8674412,-87.72277087
Crack,5,1176518,1835313,2006,41.70344512,-87.62924046
Cannabis,22,1169118,1839117,2009,41.71404672,-87.65622816
Cocaine,12,1165388,1901800,2004,41.88613603,-87.66811227
Crack,15,1137426,1904410,2011,41.89384711,-87.77073339
Cocaine,25,1139606,1917418,2008,41.92950305,-87.76240884
Cannabis,10,1150020,1890267,2010,41.85480119,-87.72484756
Cannabis,6,1172662,1852812,2008,41.75155046,-87.64284629
Crack,7,1170086,1862201,2015,41.77737141,-87.65201357
Crack,2,1177605,1877189,2002,41.81833312,-87.62399568
Crack,4,1189564,1853347,2008,41.75262963,-87.5808921
Cannabis,15,1142904,1904007,2005,41.89264091,-87.75062429
Cannabis,2,1180669,1879130,2015,41.82358942,-87.61269629
Cannabis,12,1166425,1890499,2003,41.85510303,-87.66462748
Heroin,15,1139912,1898671,2006,41.87805348,-87.76174339
Crack,6,1171098,1849616,2014,41.74281451,-87.64867078
Cannabis,7,1168123,1866253,2001,41.78853305,-87.65909344
Cannabis,4,1195559,1852754,2012,41.75085642,-87.5589429
Cannabis,1,1175303,1900360,2012,41.8819679,-87.63174569
Cannabis,9,1171524,1870133,2005,41.79910632,-87.64650958
Cannabis,10,1149822,1885481,2009,41.84167165,-87.72569861
Crack,18,1171084,1908425,2002,41.90419237,-87.64700079
Cannabis,6,1168199,1851700,2013,41.7485961,-87.65923299
Cannabis,16,1140652,1930355,2013,41.96498423,-87.75824607
Cannabis,15,1144147,1901839,2004,41.8866684,-87.74611368
Cannabis,3,1190646,1856625,2005,41.76159871,-87.57682145
Cannabis,25,1149389,1913096,2006,41.9174587,-87.72657114
Heroin,11,1144957,1896216,2015,41.87122297,-87.74328108
Cannabis,4,1195881,1843656,2004,41.7258828,-87.55806329
Crack,10,1158463,1892956,2003,41.86201173,-87.69378445
Cannabis,17,1150053,1923936,2005,41.94719167,-87.72384845
Crack,18,1171685,1909232,2002,41.9063936,-87.64476938
Cocaine,14,1155011,1910463,2010,41.91012252,-87.70598644
Cannabis,18,1173962,1908314,2010,41.90382411,-87.63643255
Crack,22,1167861,1846743,2014,41.73500065,-87.66061354
Cannabis,11,1148389,1899836,2016,41.88109124,-87.73058748
Heroin,8,1161371,1853899,2016,41.75477456,-87.68419253
Heroin,15,1141959,1902399,2010,41.88824592,-87.7541348
Cannabis,11,1151988,1901284,2009,41.88499458,-87.71733391
Heroin,7,1172109,1860955,2009,41.77390802,-87.64463385
Cannabis,18,1171278,1913694,2007,41.91864652,-87.64613311
Cannabis,4,1193634,1853718,2013,41.75354904,-87.56596538
Cannabis,14,1152190,1915724,2008,41.92461532,-87.71621065
Cannabis,15,1142879,1902768,2001,41.88924141,-87.750747
Crack,24,1164409,1949773,2004,42.017797,-87.67034457
Crack,15,1139805,1900211,2008,41.88228139,-87.76209864
Cannabis,11,1153226,1905373,2010,41.89619073,-87.71267914
Crack,2,1176448,1875014,2002,41.81239086,-87.62830537
Cannabis,8,1158365,1862738,2007,41.77909181,-87.69496832
Cannabis,5,1177145,1834945,2007,41.70242119,-87.62695559
Heroin,11,1149842,1907399,2008,41.90181678,-87.72505523
Crack,22,1167885,1832363,2009,41.69553918,-87.66093703
Cocaine,10,1159207,1889299,2009,41.8519613,-87.69115374
Crack,10,1148709,1889675,2005,41.85320207,-87.72967481
Cannabis,5,1178226,1825396,2005,41.67619294,-87.62328549
Cannabis,25,1149229,1918746,2009,41.93296592,-87.72701221
Cannabis,10,1149357,1890621,2005,41.85578548,-87.7272719
Cocaine,19,1162527,1918809,2004,41.93287033,-87.67814138
Heroin,12,1160449,1898500,2005,41.87718417,-87.68634075
Crack,15,1144438,1898165,2010,41.87658104,-87.74513751
Cannabis,15,1142459,1904846,2004,41.8949515,-87.75223775
Cannabis,10,1154170,1891841,2015,41.85903872,-87.7095732
Heroin,15,1143551,1904621,2006,41.89431371,-87.74823271
Crack,11,1150441,1900494,2001,41.88285706,-87.72303542
Crack,6,1165622,1852961,2010,41.75211148,-87.66864036
Crack,6,1168772,1850348,2001,41.74487369,-87.65717224
Cocaine,25,1141351,1914469,2010,41.92137862,-87.75606934
Cannabis,5,1178880,1839619,2009,41.71520805,-87.62046083
Cannabis,7,1167827,1860034,2005,41.7714737,-87.66035722
Heroin,11,1153615,1903464,2006,41.89094451,-87.71130124
Crack,15,1139431,1900748,2001,41.88376181,-87.7634589
Cannabis,2,1179364,1871039,2004,41.80141697,-87.61773099
Crack,3,1182034,1861097,2009,41.77407382,-87.60824671
Heroin,7,1174010,1862378,2001,41.77777091,-87.63762299
Cannabis,24,1159016,1950026,2007,42.01860415,-87.69018269
Cannabis,5,1176341,1826019,2005,41.67794496,-87.63016641
Heroin,2,1182387,1873880,2015,41.80914331,-87.60655655
Cannabis,11,1153913,1904633,2007,41.89414643,-87.71017565
Cocaine,10,1157863,1887277,2004,41.84644018,-87.69614166
Cannabis,8,1161224,1859147,2012,41.76917888,-87.6845862
Cannabis,22,1166208,1829738,2006,41.68837149,-87.66715145
Heroin,11,1155578,1896200,2015,41.8709721,-87.70428762
Crack,12,1167099,1904802,2005,41.89433717,-87.66174284
Cannabis,4,1196924,1850991,2007,41.74598479,-87.5539995
Cannabis,5,1179952,1816692,2003,41.65226861,-87.61723266
Crack,18,1171165,1908231,2002,41.90365824,-87.64670896
Cannabis,2,1179273,1879203,2012,41.82382175,-87.61781543
Crack,10,1151465,1893629,2012,41.8639987,-87.71945551
Heroin,15,1139269,1894979,2009,41.86793387,-87.76419426
Cannabis,8,1161533,1860003,2002,41.77152146,-87.68342984
Cannabis,24,1160713,1948667,2003,42.01483986,-87.68397594
Cocaine,17,1145544,1928866,2003,41.96080679,-87.74029708
Crack,11,1150614,1901733,2001,41.88625364,-87.72236776
Cannabis,1,1176365,1900502,2009,41.88233367,-87.62784179
Cannabis,10,1152999,1890699,2012,41.8559282,-87.71390182
Cannabis,11,1148819,1898032,2014,41.87613256,-87.72905517
Cannabis,6,1170953,1854714,2014,41.75680726,-87.64905351
Crack,24,1164950,1946600,2013,42.00907872,-87.6684445
Cannabis,3,,,2003,,
Cocaine,25,1149417,1907705,2009,41.90266473,-87.72660838
Heroin,6,1177161,1852624,2009,41.7509343,-87.62636533
Crack,15,1139388,1904447,2009,41.89391312,-87.7635266
Cocaine,9,1158337,1877175,2001,41.81870944,-87.69467773
Heroin,7,1164170,1860721,2004,41.77343667,-87.67374326
Heroin,11,1150191,1897734,2013,41.87528819,-87.72402539
Crack,22,1167942,1841524,2009,41.7206772,-87.66046625
Crack,6,1171036,1850334,2001,41.74478615,-87.64887703
Crack,4,1197100,1819059,2005,41.65835592,-87.55441285
Cannabis,8,1151521,1848911,2005,41.74128491,-87.72042052
Cannabis,8,1159562,1857382,2001,41.7643697,-87.69072669
Heroin,2,1179656,1873779,2013,41.80892909,-87.61657633
Cannabis,10,,,2006,,
Crack,15,1142487,1905552,2001,41.89688833,-87.75211734
Heroin,19,1168796,1930206,2013,41.96401039,-87.65477191
Crack,8,1161031,1861483,2007,41.77559319,-87.68522913
Crack,11,1154260,1904136,2008,41.89277569,-87.7089145
Heroin,11,1150304,1896741,2016,41.87256109,-87.72363639
Heroin,11,1149591,1904621,2007,41.89419854,-87.72604942
Cannabis,11,1153473,1899322,2003,41.87958127,-87.71193289
Cannabis,7,1168840,1859337,2002,41.76953923,-87.65666401
Crack,11,1153244,1904783,2009,41.89457135,-87.7126287
Cannabis,24,1164218,1950996,2005,42.02115699,-87.67101258
Crack,7,1168606,1867912,2010,41.79307513,-87.65727462
Crack,3,1181951,1864423,2002,41.7832026,-87.60844819
Cannabis,22,1172994,1830260,2008,41.68965725,-87.64229303
Cannabis,7,1166004,1866162,2015,41.78832867,-87.66686563
Crack,3,1178397,1857805,2006,41.76512359,-87.621679
Crack,11,1154700,1901816,2003,41.88640059,-87.70736071
Cannabis,7,,,2015,,
Cannabis,15,1143406,1902560,2007,41.8886608,-87.74881682
Cannabis,15,1141482,1898830,2016,41.87846096,-87.75597472
Cannabis,2,1182533,1874026,2006,41.80954055,-87.60601653
Cocaine,11,1149512,1901446,2009,41.88548754,-87.72642205
Heroin,11,1150943,1903978,2014,41.89240772,-87.72110076
Cannabis,3,1187358,1860663,2009,41.77275805,-87.58874399
Cannabis,6,1182949,1851967,2007,41.74899896,-87.60517584
Crack,7,1169973,1867826,2001,41.79280953,-87.65226448
Crack,15,1143812,1906878,2009,41.90050229,-87.7472175
Crack,25,1140755,1911032,2001,41.9119581,-87.75834388
Cannabis,4,1196278,1850217,2009,41.74387691,-87.55639213
Crack,6,1169169,1847463,2009,41.73694827,-87.6558008
Hallucinogens,10,1157932,1892551,2009,41.8609112,-87.69574471
Cannabis,11,1148195,1898349,2006,41.87701447,-87.73133814
Heroin,15,1144397,1897908,2010,41.87587657,-87.74529452
Cannabis,19,1166576,1930001,2009,41.96349581,-87.66294004
Cannabis,25,1147768,1908647,2012,41.90528152,-87.73264126
Cannabis,4,1199221,1846405,2004,41.73334308,-87.5457368
Cannabis,14,,,2008,,
Crack,20,1168108,1932906,2001,41.9714342,-87.65722313
Cannabis,3,1178228,1864032,2011,41.78221497,-87.62210968
Heroin,2,1176246,1881571,2001,41.83038838,-87.62884911
Cannabis,25,1148978,1912979,2010,41.91714561,-87.72808421
Crack,9,1172286,1868731,2014,41.79524235,-87.6437564
Cannabis,15,1144339,1901076,2006,41.88457103,-87.7454278
Cannabis,11,1150878,1906101,2011,41.89823472,-87.72128386
Cannabis,15,1139924,1905802,2007,41.89762162,-87.76152485
Cannabis,8,1162612,1858038,2002,41.76610679,-87.67952932
Cannabis,2,1178122,1866063,2001,41.78779064,-87.62243673
Crack,25,1140957,1909469,2008,41.90766534,-87.75764032
Cannabis,8,1157106,1863668,2007,41.78166942,-87.69955884
Heroin,11,1151264,1905629,2001,41.89693194,-87.7198785
Heroin,15,1140252,1899493,2004,41.88030293,-87.76047483
Cannabis,11,1152231,1905327,2014,41.89608419,-87.71633481
Crack,4,1192946,1841617,2007,41.72035962,-87.5688805
Crack,8,1145638,1862408,2007,41.77843602,-87.74163568
Heroin,15,1143243,1901005,2007,41.88439674,-87.74945428
Cannabis,7,1175111,1855879,2007,41.75991239,-87.63378051
Heroin,6,1176173,1841939,2002,41.72163552,-87.63030567
Cannabis,15,1139904,1906134,2004,41.89853303,-87.76159019
Heroin,15,1143294,1898661,2010,41.87796356,-87.74932557
Crack,24,1164980,1950139,2006,42.01878915,-87.66823295
Cocaine,3,1181999,1862496,2002,41.77791362,-87.60833178
Heroin,2,1181590,1881189,2008,41.82921821,-87.60925386
Cannabis,20,1167380,1934505,2005,41.97583764,-87.65985384
Cocaine,7,1168290,1867344,2002,41.79152328,-87.65844971
Cannabis,3,1182638,1863713,2006,41.78123837,-87.60595147
Crack,24,1168002,1941343,2006,41.99458783,-87.65736806
Heroin,2,1176893,1880831,2003,41.82834318,-87.6264976
Crack,15,1139459,1901152,2005,41.88486993,-87.76334622
Cocaine,19,1158844,1931497,2009,41.9677634,-87.6913268
Cannabis,4,1196756,1820457,2008,41.66220072,-87.55562545
Crack,25,1143856,1910239,2001,41.90972441,-87.74697149
Cocaine,17,1152512,1931844,2004,41.96884342,-87.7145999
Cannabis,15,1143260,1900525,2007,41.88307924,-87.74940385
Cannabis,19,1168810,1931949,2001,41.96879293,-87.65466968
Cannabis,25,1151255,1909715,2013,41.9081445,-87.71980423
Cannabis,3,1181968,1863766,2008,41.78139933,-87.60840617
Cocaine,25,1149779,1911217,2005,41.91229497,-87.72518722
Crack,4,1188695,1850773,2003,41.74558714,-87.5841587
Cannabis,15,1140652,1901669,2010,41.88626682,-87.75895257
Crack,5,1178048,1837560,2015,41.70957674,-87.62357014
Crack,4,1194991,1848290,2004,41.73862085,-87.56117107
Crack,4,1196551,1852815,2009,41.75099925,-87.55530579
Heroin,15,1141446,1902232,2005,41.88779714,-87.75602287
Cannabis,10,1152147,1885570,2014,41.84187043,-87.71716419
Cannabis,15,1141649,1896456,2009,41.87194331,-87.75542021
Cocaine,15,1138882,1902191,2007,41.88773158,-87.76543984
Cannabis,9,1169033,1873620,2010,41.80872929,-87.65554381
Crack,3,1178278,1863976,2001,41.78206016,-87.62192806
Crack,4,,,2009,,
Cannabis,24,1164957,1950388,2001,42.0194729,-87.66831046
Cannabis,9,1167535,1870712,2007,41.8007817,-87.66112157
Crack,6,1167159,1848153,2012,41.73888492,-87.66314515
Crack,3,1190572,1858315,2009,41.76623799,-87.5770382
Heroin,15,1141831,1902243,2006,41.8878202,-87.75460873
Cannabis,10,1150071,1883070,2009,41.83505072,-87.72484753
Crack,3,1182022,1864720,2007,41.78401595,-87.6081787
Cannabis,7,1167263,1865606,2006,41.78677606,-87.66226526
Cannabis,8,1160777,1863140,2006,41.78014548,-87.68611455
Cannabis,17,1152659,1934339,2005,41.97568694,-87.71399306
Cannabis,3,1178649,1864477,2005,41.78342653,-87.62055266
Crack,18,1171084,1908425,2003,41.90419237,-87.64700079
Cannabis,24,1163349,1944548,2003,42.00348195,-87.67439313
Cannabis,9,1166233,1869866,2005,41.79848802,-87.66592053
Crack,1,1176755,1885570,2009,41.84135048,-87.62686091
Heroin,12,1162160,1900972,2004,41.88393198,-87.67998935
Heroin,15,1142855,1905713,2013,41.89732328,-87.75076171
Heroin,11,1159599,1899601,2005,41.88022295,-87.68943138
Cannabis,25,1135552,1918950,2015,41.93378014,-87.77726987
Cannabis,8,1155415,1864837,2011,41.78491136,-87.70572723
Crack,18,1173147,1906518,2002,41.89891391,-87.63947957
Heroin,15,1141706,1900078,2010,41.88188149,-87.75512135
Cannabis,6,1170636,1854256,2006,41.75555736,-87.65022859
Crack,11,1153507,1901460,2006,41.88544748,-87.71175118
Cocaine,8,1153795,1875589,2008,41.81444868,-87.71138166
Cannabis,20,1167348,1935614,2005,41.97888146,-87.65993945
Crack,11,1157478,1899229,2004,41.87924555,-87.6972296
Cannabis,22,1157056,1829286,2006,41.68732045,-87.70066875
Cannabis,12,1165552,1906513,2005,41.89906536,-87.6673757
Crack,6,1183685,1845074,2007,41.73006669,-87.60269333
Cannabis,9,1162921,1870825,2007,41.80118956,-87.67803953
Crack,12,1161086,1898686,2001,41.87768137,-87.6839967
Cannabis,4,1197939,1850303,2014,41.74407158,-87.55030335
Crack,24,1164511,1950995,2006,42.02114802,-87.66993438
Cannabis,10,1153968,1891668,2008,41.85856801,-87.71031928
Heroin,15,1141707,1900063,2010,41.88184031,-87.75511805
Cannabis,14,1162752,1913248,2001,41.91760587,-87.67747084
